candidate,mse,mae,relative_mse_gain_vs_persistence
persistence,288.32,10.04,0.0
ridge_1,320.141718908962,10.375632093553559,-0.110369446826311
ridge_100,307.47924567317966,10.397177430479342,-0.06645132378322582
boosting_7,288.0429214507814,9.936387995193382,0.0009610105064462582
boosting_31,295.9390014176814,9.875337116612418,-0.02642550436210267
blend_ridge_1,295.11752103111826,9.982812550055941,-0.023576307682846354
blend_boosting_7,283.4075419041457,9.875385917396262,0.017038214816364694
blend_boosting_31,282.88365451720097,9.74477353741356,0.018855249316034328
