candidate,target,selection_mse,census_seconds,census_records,pooled_seconds,pooled_score,pooled_lower,pooled_radius,trajectory_draws,independent_triples,pooled_pass,census_positive
persistence,0.0,595.3333333333334,0.012829221785068512,342,0.4300934784114361,0.0,-0.0003651163839409031,0.0003651163839409031,73728,24576,False,False
ridge_1,0.0009481287389671439,587.6835667008744,0.01028330996632576,342,0.43220948055386543,0.000938194725426731,0.0001458918770908549,0.0007923028483358761,73728,24576,True,True
ridge_100,0.000887306305673824,564.1898179059892,0.010330639779567719,342,0.43915339186787605,0.0008807764576356009,0.00010462306835134398,0.0007761533892842569,73728,24576,True,True
boosting_7,0.0005717383726406566,555.3488618856497,0.010443601757287979,342,0.4335795231163502,0.0005735044475851348,-7.99943199261226e-05,0.0006534987675112574,73728,24576,False,True
boosting_31,0.0008521327899961573,527.5912583594637,0.010383419692516327,342,0.4383148141205311,0.0008473575802400655,0.00015494046965732367,0.0006924171105827418,73728,24576,True,True
blend_ridge_1,0.0004555620252824355,582.1872308901089,0.01047985628247261,342,0.4350631907582283,0.0004539365993008706,-0.0002071076147934915,0.0006610442140943621,73728,24576,False,True
blend_boosting_7,0.0002814381233111063,569.210066073794,0.010365046560764313,342,0.4369942583143711,0.0002806828420561757,-0.0002621227498275527,0.0005428055918837284,73728,24576,False,True
blend_boosting_31,0.00037400296707464087,546.7531613736979,0.010619290173053741,342,0.436086468398571,0.000373506607071855,-0.00020204541982919943,0.0005755520269010544,73728,24576,False,True
