IDLink,publication,available,comparator,gain_unavailable_zero
47781,2016-05-06 19:11:20,True,baseline,0.0031073777675392697
47805,2016-05-06 21:22:19,True,baseline,0.002881820047906095
47804,2016-05-06 21:27:16,True,baseline,-0.0027388223392493275
47809,2016-05-06 21:51:19,True,baseline,-0.0021455932483234307
47882,2016-05-07 10:29:16,True,baseline,0.009266953786060479
47888,2016-05-07 12:00:15,True,baseline,0.02742878134454245
47893,2016-05-07 12:33:18,True,baseline,0.003447281952535155
47897,2016-05-07 14:08:14,True,baseline,0.0008581108043856673
47903,2016-05-07 14:20:15,True,baseline,-0.007081845105244337
47901,2016-05-07 14:32:16,True,baseline,0.002611825135418624
