IDLink,publication,available,comparator,gain_unavailable_zero
52642,2016-05-29 17:00:09,True,baseline,0.0009168070047740138
52632,2016-05-29 17:04:05,True,baseline,0.0031715886778206706
52645,2016-05-29 17:20:07,True,baseline,-0.002921494653245326
52653,2016-05-29 18:02:07,True,baseline,-9.553107234657262e-06
52650,2016-05-29 18:08:05,True,baseline,0.0015957344187985095
52659,2016-05-29 18:20:10,True,baseline,0.006385738000931847
52651,2016-05-29 18:29:05,True,baseline,0.011775302108254497
52655,2016-05-29 18:31:05,True,baseline,0.00042170944354190273
52661,2016-05-29 19:25:05,True,baseline,0.00904604799762161
52664,2016-05-29 19:59:06,True,baseline,0.0004686428270825631
52667,2016-05-29 20:00:11,True,baseline,-0.006164051354393709
52663,2016-05-29 20:01:05,True,baseline,0.00427516206375125
52675,2016-05-29 22:00:09,True,baseline,-0.0019186769965956441
52673,2016-05-29 22:16:10,True,baseline,0.008160095256814808
52674,2016-05-29 22:46:06,True,baseline,-0.0032324789925766463
52785,2016-05-30 10:02:08,True,baseline,-0.01141764913322005
52783,2016-05-30 10:11:06,True,baseline,-0.015139442202471005
52784,2016-05-30 10:11:07,True,baseline,-0.005330925688151527
52782,2016-05-30 10:16:06,True,baseline,-0.0018674067213888205
52789,2016-05-30 10:20:07,True,baseline,0.01166511588322169
52787,2016-05-30 10:23:06,True,baseline,0.0005967808939159845
52791,2016-05-30 10:23:08,True,baseline,0.00954274837200925
52795,2016-05-30 10:40:06,True,baseline,-0.0018916765554841473
52794,2016-05-30 10:41:05,True,baseline,-0.008649008471559057
52797,2016-05-30 11:00:05,True,baseline,0.0003345244849664482
52790,2016-05-30 11:08:07,True,baseline,-0.005831692505590749
52800,2016-05-30 11:20:09,True,baseline,0.007952616608403094
52796,2016-05-30 11:23:07,True,baseline,-0.0025699656893400195
52798,2016-05-30 11:42:07,True,baseline,0.0021040363158941477
52804,2016-05-30 12:08:06,True,baseline,-0.0005842842284441173
52805,2016-05-30 12:22:08,True,baseline,0.0025560277281585497
52809,2016-05-30 12:41:08,True,baseline,-0.006473420716688577
52815,2016-05-30 12:49:06,True,baseline,0.0023416977735710685
52817,2016-05-30 12:56:07,True,baseline,-0.005071427702754186
52813,2016-05-30 13:00:05,True,baseline,-0.0002819716367140376
52820,2016-05-30 13:09:09,True,baseline,-0.004825035356160706
52822,2016-05-30 13:20:08,True,baseline,-0.010366853036860699
52828,2016-05-30 13:45:10,True,baseline,0.012599316043641872
52832,2016-05-30 14:00:08,True,baseline,-0.0008652485472035576
52826,2016-05-30 14:01:08,True,baseline,0.010353986783028138
52827,2016-05-30 14:03:10,True,baseline,0.0009520534644756199
52825,2016-05-30 14:17:06,True,baseline,0.0009896669360568607
52833,2016-05-30 14:39:08,True,baseline,-0.0036560847953664094
52838,2016-05-30 14:45:06,True,baseline,0.0010174270485883304
52846,2016-05-30 15:00:09,True,baseline,-0.004025078309248824
52847,2016-05-30 15:00:11,True,baseline,0.013146713174794404
52848,2016-05-30 15:00:11,True,baseline,0.002406723531180795
52839,2016-05-30 15:04:07,True,baseline,-0.0007849873741103911
52840,2016-05-30 15:08:09,True,baseline,-0.0030062471499633925
52845,2016-05-30 15:13:05,True,baseline,-0.012735854869272655
52843,2016-05-30 15:17:06,True,baseline,-0.006592634174803271
52841,2016-05-30 15:17:10,True,baseline,-0.01296714390853762
52860,2016-05-30 15:42:07,True,baseline,-0.006336064145808486
52854,2016-05-30 15:43:09,True,baseline,-0.0012398470011506391
52856,2016-05-30 16:01:05,True,baseline,-0.018639729173194217
52864,2016-05-30 16:20:06,True,baseline,-0.001542306381003865
52865,2016-05-30 16:20:11,True,baseline,-0.012955292729398448
52875,2016-05-30 17:00:06,True,baseline,0.001963910226215605
52876,2016-05-30 17:14:07,True,baseline,-0.0021513326111385215
52885,2016-05-30 17:20:05,True,baseline,-0.0011179773858981668
52874,2016-05-30 17:32:05,True,baseline,0.0012308971568191981
52878,2016-05-30 17:32:11,True,baseline,-0.004252085254493561
52883,2016-05-30 17:37:05,True,baseline,0.0036091375071864006
52889,2016-05-30 18:20:06,True,baseline,-0.003623029875046941
52905,2016-05-30 18:40:08,True,baseline,0.0013289824458584893
52906,2016-05-30 18:40:08,True,baseline,-0.012769990148637105
52899,2016-05-30 19:14:09,True,baseline,-0.0009743275333232958
53023,2016-05-31 06:32:06,True,baseline,-0.020403549287993886
53019,2016-05-31 06:32:07,True,baseline,-0.011002174735359926
53026,2016-05-31 06:38:07,True,baseline,0.002459639232088962
53030,2016-05-31 06:40:05,True,baseline,-0.006918247135327585
53031,2016-05-31 06:40:06,True,baseline,-0.01597446009134348
53033,2016-05-31 07:20:07,True,baseline,0.007545924206581163
53038,2016-05-31 07:40:05,True,baseline,0.009589384177434851
53034,2016-05-31 07:41:08,True,baseline,0.0005020019855402618
53041,2016-05-31 08:01:08,True,baseline,-0.006768270703883635
53039,2016-05-31 08:05:06,True,baseline,0.0038331633869948395
53049,2016-05-31 08:41:20,True,baseline,0.0008806883565154362
53043,2016-05-31 08:51:06,True,baseline,-0.005893341227105937
53058,2016-05-31 09:40:07,True,baseline,-0.003321713856289144
53052,2016-05-31 09:49:09,True,baseline,0.008763974247927644
53055,2016-05-31 10:05:10,True,baseline,-0.0019554271879389383
53065,2016-05-31 10:23:06,True,baseline,0.00476538105797894
53071,2016-05-31 10:34:08,True,baseline,0.001137997907576905
53070,2016-05-31 10:38:07,True,baseline,0.006441700568191629
53077,2016-05-31 10:40:10,True,baseline,-0.0003431810472475755
53080,2016-05-31 11:00:05,True,baseline,0.02505136024384058
53081,2016-05-31 11:00:05,True,baseline,-0.001664115708473046
53082,2016-05-31 11:00:09,True,baseline,0.002088014124296387
53279,2016-05-31 23:40:10,True,baseline,-4.6080436416108105e-05
53274,2016-06-01 00:00:08,True,baseline,0.0013221826328558995
53275,2016-06-01 00:00:10,True,baseline,0.032729037605292305
53285,2016-06-01 00:20:06,True,baseline,0.0020667211600572696
53277,2016-06-01 00:21:07,True,baseline,0.0009861765415885224
53301,2016-06-01 01:00:07,True,baseline,-1.8345364805423013e-05
53304,2016-06-01 01:20:10,True,baseline,-0.0029195644116969503
53293,2016-06-01 01:31:09,True,baseline,0.006696023084813618
53308,2016-06-01 01:40:07,True,baseline,-0.0005984471133168779
53313,2016-06-01 02:00:06,True,baseline,-0.014716342937269637
53307,2016-06-01 02:31:07,True,baseline,-0.004886377551804437
53309,2016-06-01 02:38:09,True,baseline,-0.000907493504205728
53314,2016-06-01 02:52:08,True,baseline,0.0027515674219067182
53317,2016-06-01 02:57:07,True,baseline,-0.003572868103052053
53322,2016-06-01 03:02:16,True,baseline,-0.00019736900035418562
53316,2016-06-01 03:08:06,True,baseline,-0.010840980151123818
53333,2016-06-01 03:25:06,True,baseline,0.003751710741149086
53329,2016-06-01 03:26:08,True,baseline,0.0032663584780720915
53328,2016-06-01 03:39:07,True,baseline,-0.0029494687813601543
53332,2016-06-01 04:04:05,True,baseline,-0.0002672896314809517
53337,2016-06-01 04:12:06,True,baseline,0.009757376407753694
53688,2016-06-02 05:31:06,True,baseline,-0.004192347796597447
53690,2016-06-02 06:09:09,True,baseline,-0.0011584879397579743
53699,2016-06-02 06:53:11,True,baseline,-0.0021407359965365403
53710,2016-06-02 08:00:06,True,baseline,0.0028424381989196855
53720,2016-06-02 09:00:07,True,baseline,0.0022181623855801087
53721,2016-06-02 09:10:07,True,baseline,0.0023317069230861763
53875,2016-06-02 22:08:08,True,baseline,0.0004150476579546611
53878,2016-06-02 22:40:08,True,baseline,-0.00043914054640525543
53879,2016-06-02 22:40:09,True,baseline,0.000867588897470161
53876,2016-06-02 22:58:06,True,baseline,0.00116231919488851
53880,2016-06-02 23:00:07,True,baseline,0.0031991470370921933
53887,2016-06-02 23:40:08,True,baseline,0.0023877466826827
53886,2016-06-02 23:45:06,True,baseline,0.06659479862075662
53884,2016-06-02 23:55:06,True,baseline,-0.00032185601468410737
54009,2016-06-03 12:00:06,True,baseline,-0.006544742534209247
54013,2016-06-03 12:20:07,True,baseline,-0.005959204380586787
54003,2016-06-03 12:23:07,True,baseline,0.006450566733651717
54019,2016-06-03 13:00:07,True,baseline,-0.0017996196760193157
54016,2016-06-03 13:12:08,True,baseline,0.002520478187160946
54018,2016-06-03 13:41:06,True,baseline,-0.011973289091869222
54029,2016-06-03 13:44:09,True,baseline,-0.0013931637561333684
54026,2016-06-03 13:45:07,True,baseline,0.0014620330854711787
54028,2016-06-03 13:56:09,True,baseline,0.004158602107228101
54032,2016-06-03 14:06:06,True,baseline,0.0020866926160509197
54040,2016-06-03 14:20:06,True,baseline,3.848986036921316e-05
54033,2016-06-03 14:39:08,True,baseline,-0.00036823870287231385
54041,2016-06-03 14:47:08,True,baseline,0.013545233827459513
54051,2016-06-03 15:00:12,True,baseline,-0.0030636725737893736
54049,2016-06-03 15:06:06,True,baseline,-0.0005155408085256723
54047,2016-06-03 15:10:08,True,baseline,-0.002706046388624833
54046,2016-06-03 15:16:07,True,baseline,0.002035885702871784
54050,2016-06-03 15:36:06,True,baseline,-0.011891387729609623
54189,2016-06-04 03:05:07,True,baseline,0.0009228800983770965
54190,2016-06-04 03:22:11,True,baseline,0.003764898236779301
54196,2016-06-04 05:07:24,True,baseline,-0.0009392688184137292
54199,2016-06-04 06:14:11,True,baseline,1.0760615346260341e-05
54201,2016-06-04 06:54:09,True,baseline,-0.008999968307040342
54204,2016-06-04 08:15:10,True,baseline,-8.141407142972042e-05
54266,2016-06-04 19:44:09,True,baseline,0.006776717483179106
54276,2016-06-04 22:00:09,True,baseline,0.001753576060484989
54273,2016-06-04 22:09:06,True,baseline,-0.01142833449255272
54274,2016-06-04 22:17:06,True,baseline,-0.0009818819226019085
54279,2016-06-04 23:03:11,True,baseline,-0.011157002086528495
54278,2016-06-04 23:06:11,True,baseline,-0.0009571724965966649
54285,2016-06-04 23:40:07,True,baseline,-0.006052400432709477
54282,2016-06-04 23:45:06,True,baseline,-0.0025469086867664047
54283,2016-06-05 00:01:09,True,baseline,0.00019112584738332445
54286,2016-06-05 00:35:06,True,baseline,-0.0017576553412729677
54289,2016-06-05 01:00:08,True,baseline,0.0011367092349038885
54345,2016-06-05 13:01:10,True,baseline,-0.002362866695313529
54344,2016-06-05 13:01:11,True,baseline,-0.004458292860033159
54350,2016-06-05 14:16:06,True,baseline,-0.01549592156276305
54349,2016-06-05 14:34:06,True,baseline,0.0004657008010946987
54352,2016-06-05 14:34:10,True,baseline,-0.0006108797144003064
54354,2016-06-05 15:20:06,True,baseline,-0.0030113259441818425
54364,2016-06-05 15:40:07,True,baseline,0.010640002573931606
54365,2016-06-05 16:18:13,True,baseline,-0.01830606857528315
54373,2016-06-05 16:52:12,True,baseline,-0.0014639464154583958
54369,2016-06-05 17:03:06,True,baseline,0.0012994159166316085
54371,2016-06-05 17:06:10,True,baseline,-0.006696011632855927
54376,2016-06-05 17:38:09,True,baseline,-0.0005905835732790167
54381,2016-06-05 17:40:07,True,baseline,0.00946455490717675
54380,2016-06-05 17:55:06,True,baseline,-0.0110271897126328
54383,2016-06-05 18:00:07,True,baseline,0.008409349298456813
54379,2016-06-05 18:02:06,True,baseline,0.011607761924828167
54378,2016-06-05 18:05:06,True,baseline,0.00031983163276354563
54386,2016-06-05 18:20:12,True,baseline,-0.00635800102606986
54382,2016-06-05 18:35:07,True,baseline,-0.005603832453171441
54391,2016-06-05 19:10:11,True,baseline,0.0013252051720083011
54390,2016-06-05 19:19:07,True,baseline,0.0014661440562671103
54394,2016-06-05 19:34:08,True,baseline,0.00023094161447589115
54396,2016-06-05 20:02:06,True,baseline,-0.0012528381297265286
54485,2016-06-06 07:01:06,True,baseline,0.01286418303933783
54493,2016-06-06 08:40:07,True,baseline,-0.0014488351013442965
54497,2016-06-06 09:00:07,True,baseline,0.003562089412427176
54500,2016-06-06 09:20:06,True,baseline,-0.0028716310514487094
54507,2016-06-06 10:03:12,True,baseline,0.00016190094762072205
54504,2016-06-06 10:16:06,True,baseline,0.029172907987466537
54519,2016-06-06 10:40:09,True,baseline,0.0006186670050129307
54512,2016-06-06 10:55:07,True,baseline,-0.003090068579385321
54523,2016-06-06 11:00:06,True,baseline,-0.0003583918597441123
54524,2016-06-06 11:00:07,True,baseline,0.01049892674627216
54525,2016-06-06 11:01:07,True,baseline,0.015368739993930234
54513,2016-06-06 11:02:09,True,baseline,-0.007864656558979062
54518,2016-06-06 11:26:07,True,baseline,-0.0034693963035955875
54522,2016-06-06 11:28:06,True,baseline,0.0071031542480466045
54529,2016-06-06 11:32:07,True,baseline,-0.006387529679574882
54531,2016-06-06 11:32:08,True,baseline,0.0016855435781046998
54530,2016-06-06 11:42:07,True,baseline,0.00019382481898701665
54537,2016-06-06 11:45:08,True,baseline,-0.0014771986806283717
54539,2016-06-06 12:00:07,True,baseline,-0.0026735481126296517
54536,2016-06-06 12:10:07,True,baseline,0.00038059011784034175
54532,2016-06-06 12:17:09,True,baseline,0.0029013209947022223
54549,2016-06-06 12:20:12,True,baseline,-0.020079551075376297
54543,2016-06-06 12:31:09,True,baseline,0.0028637712383071797
54545,2016-06-06 12:32:11,True,baseline,-0.004531940439909614
54542,2016-06-06 12:42:08,True,baseline,-0.0064607994153601175
54552,2016-06-06 12:53:08,True,baseline,0.005505715148422024
54558,2016-06-06 13:00:08,True,baseline,-1.316365129658617e-06
54548,2016-06-06 13:05:08,True,baseline,-0.00738364697695572
54547,2016-06-06 13:08:08,True,baseline,-0.001157381259461441
54565,2016-06-06 13:20:07,True,baseline,-9.952485717656598e-05
54553,2016-06-06 13:36:08,True,baseline,0.004202669533284086
54572,2016-06-06 13:40:11,True,baseline,0.00601229499975057
54564,2016-06-06 13:54:06,True,baseline,-0.0038534025559724613
54577,2016-06-06 14:32:11,True,baseline,0.006541402734041139
54581,2016-06-06 14:59:07,True,baseline,-0.007302120768198445
54582,2016-06-06 15:04:11,True,baseline,-0.010472853937213403
54590,2016-06-06 15:15:08,True,baseline,-0.006740188493896586
54596,2016-06-06 15:23:07,True,baseline,-0.005283213218844941
54597,2016-06-06 15:38:07,True,baseline,-0.0005614029765135696
54598,2016-06-06 15:38:08,True,baseline,-0.002027289542862809
54599,2016-06-06 15:40:09,True,baseline,-0.00504966292345159
54612,2016-06-06 16:00:10,True,baseline,0.012742592959593388
54604,2016-06-06 16:00:23,True,baseline,-0.003187747882653624
54609,2016-06-06 16:10:12,True,baseline,0.004016363199189549
54608,2016-06-06 16:16:10,True,baseline,0.008665060214195063
54606,2016-06-06 16:37:08,True,baseline,0.004426039046337609
54618,2016-06-06 16:43:06,True,baseline,-0.00495994205813962
54620,2016-06-06 16:59:07,True,baseline,5.574224351580934e-06
54619,2016-06-06 17:02:07,True,baseline,-0.002045881440170802
54754,2016-06-07 05:26:22,True,baseline,-0.002343887967269925
54761,2016-06-07 06:20:06,True,baseline,-0.004238136815124615
54762,2016-06-07 06:26:07,True,baseline,-0.002692139925328834
54772,2016-06-07 07:00:08,True,baseline,0.002188783242715893
54778,2016-06-07 07:41:11,True,baseline,0.008012633069565149
54777,2016-06-07 07:53:09,True,baseline,0.0013384215460874975
54774,2016-06-07 07:58:07,True,baseline,0.000738573346085785
54775,2016-06-07 08:03:08,True,baseline,0.00022086451082161881
54785,2016-06-07 09:08:09,True,baseline,-0.0068498698628515695
54792,2016-06-07 09:36:08,True,baseline,-0.0073784034804533945
54793,2016-06-07 09:45:10,True,baseline,0.0023844380725032456
54794,2016-06-07 10:02:12,True,baseline,0.006018281662252524
54790,2016-06-07 10:17:06,True,baseline,0.006171526774102149
