day,eligible,available,gain_sum,comparator,mean_gain_eligible
2016-05-07,8,8,0.0,pooled_reference_betting,0.0
2016-05-08,28,28,0.0,pooled_reference_betting,0.0
2016-05-09,49,49,0.0,pooled_reference_betting,0.0
2016-05-10,46,46,0.0,pooled_reference_betting,0.0
2016-05-11,28,28,0.0,pooled_reference_betting,0.0
2016-05-12,20,20,0.0,pooled_reference_betting,0.0
2016-05-13,36,36,0.0,pooled_reference_betting,0.0
2016-05-14,6,6,0.0,pooled_reference_betting,0.0
2016-05-15,21,21,0.0,pooled_reference_betting,0.0
2016-05-16,41,41,0.0,pooled_reference_betting,0.0
2016-05-17,28,28,0.0,pooled_reference_betting,0.0
2016-05-18,13,13,0.0,pooled_reference_betting,0.0
2016-05-20,39,39,0.0,pooled_reference_betting,0.0
2016-05-21,17,17,0.0,pooled_reference_betting,0.0
2016-05-22,21,21,0.0,pooled_reference_betting,0.0
2016-05-23,44,44,0.0,pooled_reference_betting,0.0
2016-05-24,31,31,0.0,pooled_reference_betting,0.0
2016-05-25,23,23,0.0,pooled_reference_betting,0.0
2016-05-26,28,28,0.0,pooled_reference_betting,0.0
2016-05-27,32,32,0.0,pooled_reference_betting,0.0
2016-05-28,9,9,0.0,pooled_reference_betting,0.0
2016-05-29,26,26,0.0,pooled_reference_betting,0.0
2016-05-30,52,52,0.0,pooled_reference_betting,0.0
2016-05-31,23,23,0.0,pooled_reference_betting,0.0
2016-06-01,20,20,0.0,pooled_reference_betting,0.0
2016-06-02,14,14,0.0,pooled_reference_betting,0.0
2016-06-03,18,18,0.0,pooled_reference_betting,0.0
2016-06-04,14,14,0.0,pooled_reference_betting,0.0
2016-06-05,26,26,0.0,pooled_reference_betting,0.0
2016-06-06,49,49,0.0,pooled_reference_betting,0.0
2016-06-07,19,19,0.0,pooled_reference_betting,0.0
2016-06-08,8,8,0.0,pooled_reference_betting,0.0
2016-06-09,9,9,0.0,pooled_reference_betting,0.0
2016-06-10,3,3,0.0,pooled_reference_betting,0.0
2016-06-18,5,5,0.0,pooled_reference_betting,0.0
2016-06-19,24,24,0.0,pooled_reference_betting,0.0
2016-06-20,62,62,0.0,pooled_reference_betting,0.0
2016-05-01,32,32,0.0,direct_loss,0.0
2016-05-02,46,46,0.0,direct_loss,0.0
2016-05-03,27,27,0.0,direct_loss,0.0
2016-05-04,30,30,0.0,direct_loss,0.0
2016-05-05,21,21,0.0,direct_loss,0.0
2016-05-06,14,14,0.0,direct_loss,0.0
2016-05-07,8,8,0.0,direct_loss,0.0
2016-05-08,28,28,0.0,direct_loss,0.0
2016-05-09,49,49,0.0,direct_loss,0.0
2016-05-10,46,46,0.0,direct_loss,0.0
2016-05-11,28,28,0.0,direct_loss,0.0
2016-05-12,20,20,0.0,direct_loss,0.0
2016-05-13,36,36,0.0,direct_loss,0.0
2016-05-14,6,6,0.0,direct_loss,0.0
2016-05-15,21,21,0.0,direct_loss,0.0
2016-05-16,41,41,0.0,direct_loss,0.0
2016-05-17,28,28,0.0,direct_loss,0.0
2016-05-18,13,13,0.0,direct_loss,0.0
2016-05-20,39,39,0.0,direct_loss,0.0
2016-05-21,17,17,0.0,direct_loss,0.0
2016-05-22,21,21,0.0,direct_loss,0.0
2016-05-23,44,44,0.0,direct_loss,0.0
2016-05-24,31,31,0.0,direct_loss,0.0
2016-05-25,23,23,0.0,direct_loss,0.0
2016-05-26,28,28,0.0,direct_loss,0.0
2016-05-27,32,32,0.0,direct_loss,0.0
2016-05-28,9,9,0.0,direct_loss,0.0
2016-05-29,26,26,0.0,direct_loss,0.0
2016-05-30,52,52,0.0,direct_loss,0.0
2016-05-31,23,23,0.0,direct_loss,0.0
2016-06-01,20,20,0.0,direct_loss,0.0
2016-06-02,14,14,0.0,direct_loss,0.0
2016-06-03,18,18,0.0,direct_loss,0.0
2016-06-04,14,14,0.0,direct_loss,0.0
2016-06-05,26,26,0.0,direct_loss,0.0
2016-06-06,49,49,0.0,direct_loss,0.0
2016-06-07,19,19,0.0,direct_loss,0.0
2016-06-08,8,8,0.0,direct_loss,0.0
2016-06-09,9,9,0.0,direct_loss,0.0
2016-06-10,3,3,0.0,direct_loss,0.0
2016-06-18,5,5,0.0,direct_loss,0.0
2016-06-19,24,24,0.0,direct_loss,0.0
2016-06-20,62,62,0.0,direct_loss,0.0
