publication_hour,settlement_hour_end,comparator,eligible,mean_gain,predictable_width
2016-06-15 08:00:00,2016-06-17 09:00:00,persistence,0,0.0,0.0
2016-06-15 09:00:00,2016-06-17 10:00:00,persistence,0,0.0,0.0
2016-06-15 10:00:00,2016-06-17 11:00:00,persistence,0,0.0,0.0
2016-06-15 11:00:00,2016-06-17 12:00:00,persistence,0,0.0,0.0
2016-06-15 12:00:00,2016-06-17 13:00:00,persistence,0,0.0,0.0
2016-06-15 13:00:00,2016-06-17 14:00:00,persistence,0,0.0,0.0
2016-06-15 14:00:00,2016-06-17 15:00:00,persistence,0,0.0,0.0
2016-06-15 15:00:00,2016-06-17 16:00:00,persistence,0,0.0,0.0
2016-06-15 16:00:00,2016-06-17 17:00:00,persistence,0,0.0,0.0
2016-06-15 17:00:00,2016-06-17 18:00:00,persistence,0,0.0,0.0
2016-06-15 18:00:00,2016-06-17 19:00:00,persistence,0,0.0,0.0
2016-06-15 19:00:00,2016-06-17 20:00:00,persistence,0,0.0,0.0
2016-06-15 20:00:00,2016-06-17 21:00:00,persistence,0,0.0,0.0
2016-06-15 21:00:00,2016-06-17 22:00:00,persistence,0,0.0,0.0
2016-06-15 22:00:00,2016-06-17 23:00:00,persistence,0,0.0,0.0
2016-06-15 23:00:00,2016-06-18 00:00:00,persistence,0,0.0,0.0
2016-06-16 00:00:00,2016-06-18 01:00:00,persistence,0,0.0,0.0
2016-06-16 01:00:00,2016-06-18 02:00:00,persistence,0,0.0,0.0
2016-06-16 02:00:00,2016-06-18 03:00:00,persistence,0,0.0,0.0
2016-06-16 03:00:00,2016-06-18 04:00:00,persistence,0,0.0,0.0
2016-06-16 04:00:00,2016-06-18 05:00:00,persistence,0,0.0,0.0
2016-06-16 05:00:00,2016-06-18 06:00:00,persistence,0,0.0,0.0
2016-06-16 06:00:00,2016-06-18 07:00:00,persistence,0,0.0,0.0
2016-06-16 07:00:00,2016-06-18 08:00:00,persistence,0,0.0,0.0
2016-06-16 08:00:00,2016-06-18 09:00:00,persistence,0,0.0,0.0
2016-06-16 09:00:00,2016-06-18 10:00:00,persistence,0,0.0,0.0
2016-06-16 10:00:00,2016-06-18 11:00:00,persistence,0,0.0,0.0
2016-06-16 11:00:00,2016-06-18 12:00:00,persistence,0,0.0,0.0
2016-06-16 12:00:00,2016-06-18 13:00:00,persistence,0,0.0,0.0
2016-06-16 13:00:00,2016-06-18 14:00:00,persistence,0,0.0,0.0
2016-06-16 14:00:00,2016-06-18 15:00:00,persistence,0,0.0,0.0
2016-06-16 15:00:00,2016-06-18 16:00:00,persistence,0,0.0,0.0
2016-06-16 16:00:00,2016-06-18 17:00:00,persistence,0,0.0,0.0
2016-06-16 17:00:00,2016-06-18 18:00:00,persistence,0,0.0,0.0
2016-06-16 18:00:00,2016-06-18 19:00:00,persistence,0,0.0,0.0
2016-06-16 19:00:00,2016-06-18 20:00:00,persistence,0,0.0,0.0
2016-06-16 20:00:00,2016-06-18 21:00:00,persistence,0,0.0,0.0
2016-06-16 21:00:00,2016-06-18 22:00:00,persistence,0,0.0,0.0
2016-06-16 22:00:00,2016-06-18 23:00:00,persistence,0,0.0,0.0
2016-06-16 23:00:00,2016-06-19 00:00:00,persistence,0,0.0,0.0
2016-06-17 00:00:00,2016-06-19 01:00:00,persistence,0,0.0,0.0
2016-06-17 01:00:00,2016-06-19 02:00:00,persistence,0,0.0,0.0
2016-06-17 02:00:00,2016-06-19 03:00:00,persistence,0,0.0,0.0
2016-06-17 03:00:00,2016-06-19 04:00:00,persistence,0,0.0,0.0
2016-06-17 04:00:00,2016-06-19 05:00:00,persistence,0,0.0,0.0
2016-06-17 05:00:00,2016-06-19 06:00:00,persistence,0,0.0,0.0
2016-06-17 06:00:00,2016-06-19 07:00:00,persistence,0,0.0,0.0
2016-06-17 07:00:00,2016-06-19 08:00:00,persistence,0,0.0,0.0
2016-06-17 08:00:00,2016-06-19 09:00:00,persistence,0,0.0,0.0
2016-06-17 09:00:00,2016-06-19 10:00:00,persistence,0,0.0,0.0
2016-06-17 10:00:00,2016-06-19 11:00:00,persistence,0,0.0,0.0
2016-06-17 11:00:00,2016-06-19 12:00:00,persistence,0,0.0,0.0
2016-06-17 12:00:00,2016-06-19 13:00:00,persistence,0,0.0,0.0
2016-06-17 13:00:00,2016-06-19 14:00:00,persistence,0,0.0,0.0
2016-06-17 14:00:00,2016-06-19 15:00:00,persistence,0,0.0,0.0
2016-06-17 15:00:00,2016-06-19 16:00:00,persistence,0,0.0,0.0
2016-06-17 16:00:00,2016-06-19 17:00:00,persistence,0,0.0,0.0
2016-06-17 17:00:00,2016-06-19 18:00:00,persistence,0,0.0,0.0
2016-06-17 18:00:00,2016-06-19 19:00:00,persistence,0,0.0,0.0
2016-06-17 19:00:00,2016-06-19 20:00:00,persistence,0,0.0,0.0
2016-06-17 20:00:00,2016-06-19 21:00:00,persistence,0,0.0,0.0
2016-06-17 21:00:00,2016-06-19 22:00:00,persistence,0,0.0,0.0
2016-06-17 22:00:00,2016-06-19 23:00:00,persistence,0,0.0,0.0
2016-06-17 23:00:00,2016-06-20 00:00:00,persistence,0,0.0,0.0
2016-06-18 00:00:00,2016-06-20 01:00:00,persistence,0,0.0,0.0
2016-06-18 01:00:00,2016-06-20 02:00:00,persistence,0,0.0,0.0
2016-06-18 02:00:00,2016-06-20 03:00:00,persistence,0,0.0,0.0
2016-06-18 03:00:00,2016-06-20 04:00:00,persistence,0,0.0,0.0
2016-06-18 04:00:00,2016-06-20 05:00:00,persistence,0,0.0,0.0
2016-06-18 05:00:00,2016-06-20 06:00:00,persistence,0,0.0,0.0
2016-06-18 06:00:00,2016-06-20 07:00:00,persistence,0,0.0,0.0
2016-06-18 07:00:00,2016-06-20 08:00:00,persistence,0,0.0,0.0
2016-06-18 08:00:00,2016-06-20 09:00:00,persistence,0,0.0,0.0
2016-06-18 09:00:00,2016-06-20 10:00:00,persistence,0,0.0,0.0
2016-06-18 10:00:00,2016-06-20 11:00:00,persistence,0,0.0,0.0
2016-06-18 11:00:00,2016-06-20 12:00:00,persistence,0,0.0,0.0
2016-06-18 12:00:00,2016-06-20 13:00:00,persistence,0,0.0,0.0
2016-06-18 13:00:00,2016-06-20 14:00:00,persistence,0,0.0,0.0
2016-06-18 14:00:00,2016-06-20 15:00:00,persistence,0,0.0,0.0
2016-06-18 15:00:00,2016-06-20 16:00:00,persistence,0,0.0,0.0
2016-06-18 16:00:00,2016-06-20 17:00:00,persistence,0,0.0,0.0
2016-06-18 17:00:00,2016-06-20 18:00:00,persistence,0,0.0,0.0
2016-06-18 18:00:00,2016-06-20 19:00:00,persistence,0,0.0,0.0
2016-06-18 19:00:00,2016-06-20 20:00:00,persistence,0,0.0,0.0
2016-06-18 20:00:00,2016-06-20 21:00:00,persistence,0,0.0,0.0
2016-06-18 21:00:00,2016-06-20 22:00:00,persistence,2,0.11522584497765223,0.4270913358226563
2016-06-18 22:00:00,2016-06-20 23:00:00,persistence,3,0.07959046362869993,0.3824782485985181
2016-06-18 23:00:00,2016-06-21 00:00:00,persistence,0,0.0,0.0
2016-06-19 00:00:00,2016-06-21 01:00:00,persistence,0,0.0,0.0
2016-06-19 01:00:00,2016-06-21 02:00:00,persistence,0,0.0,0.0
2016-06-19 02:00:00,2016-06-21 03:00:00,persistence,0,0.0,0.0
2016-06-19 03:00:00,2016-06-21 04:00:00,persistence,0,0.0,0.0
2016-06-19 04:00:00,2016-06-21 05:00:00,persistence,0,0.0,0.0
2016-06-19 05:00:00,2016-06-21 06:00:00,persistence,1,0.02696250795344777,0.33889138991407197
2016-06-19 06:00:00,2016-06-21 07:00:00,persistence,0,0.0,0.0
2016-06-19 07:00:00,2016-06-21 08:00:00,persistence,4,-0.007476721188686195,0.28885937413997487
2016-06-19 08:00:00,2016-06-21 09:00:00,persistence,1,0.007341805524571532,0.3239534473864103
2016-06-19 09:00:00,2016-06-21 10:00:00,persistence,3,0.007734162984629978,0.3721895797213734
2016-06-19 10:00:00,2016-06-21 11:00:00,persistence,1,0.0922441482093032,0.4798657023327796
2016-06-19 11:00:00,2016-06-21 12:00:00,persistence,4,0.05336360526627589,0.4193744704366925
2016-06-19 12:00:00,2016-06-21 13:00:00,persistence,1,-0.04159887566108374,0.40791604852510394
2016-06-19 13:00:00,2016-06-21 14:00:00,persistence,0,0.0,0.0
2016-06-19 14:00:00,2016-06-21 15:00:00,persistence,0,0.0,0.0
2016-06-19 15:00:00,2016-06-21 16:00:00,persistence,0,0.0,0.0
2016-06-19 16:00:00,2016-06-21 17:00:00,persistence,0,0.0,0.0
2016-06-19 17:00:00,2016-06-21 18:00:00,persistence,0,0.0,0.0
2016-06-19 18:00:00,2016-06-21 19:00:00,persistence,0,0.0,0.0
2016-06-19 19:00:00,2016-06-21 20:00:00,persistence,0,0.0,0.0
2016-06-19 20:00:00,2016-06-21 21:00:00,persistence,1,0.1534467059157802,0.4883141839042085
2016-06-19 21:00:00,2016-06-21 22:00:00,persistence,0,0.0,0.0
2016-06-19 22:00:00,2016-06-21 23:00:00,persistence,6,0.0327599445488711,0.404330968119981
2016-06-19 23:00:00,2016-06-22 00:00:00,persistence,2,0.03287431877363485,0.30021492019075907
2016-06-20 00:00:00,2016-06-22 01:00:00,persistence,4,0.09417467020835787,0.39920882767198806
2016-06-20 01:00:00,2016-06-22 02:00:00,persistence,5,0.015216913318110564,0.4075452896876892
2016-06-20 02:00:00,2016-06-22 03:00:00,persistence,1,-0.0056032214228414964,0.3139247229284854
2016-06-20 03:00:00,2016-06-22 04:00:00,persistence,3,0.04569050683838319,0.36352610329942353
2016-06-20 04:00:00,2016-06-22 05:00:00,persistence,1,0.014112865651811518,0.34151329578635914
2016-06-20 05:00:00,2016-06-22 06:00:00,persistence,1,0.06271166433027336,0.3453171890586104
2016-06-20 06:00:00,2016-06-22 07:00:00,persistence,1,-0.020384613487324277,0.2855493896846868
2016-06-20 07:00:00,2016-06-22 08:00:00,persistence,3,0.005113448340363008,0.2710927669617638
2016-06-20 08:00:00,2016-06-22 09:00:00,persistence,5,0.02164826486643743,0.3588789249556113
2016-06-20 09:00:00,2016-06-22 10:00:00,persistence,0,0.0,0.0
2016-06-20 10:00:00,2016-06-22 11:00:00,persistence,7,0.026855929123572587,0.3166136534887357
2016-06-20 11:00:00,2016-06-22 12:00:00,persistence,4,0.007796332768558006,0.3038154216224095
2016-06-20 12:00:00,2016-06-22 13:00:00,persistence,3,-0.009850285068293987,0.30491852236029043
2016-06-20 13:00:00,2016-06-22 14:00:00,persistence,4,-0.006008350618193079,0.3361324892131877
2016-06-20 14:00:00,2016-06-22 15:00:00,persistence,7,-0.01946489508536909,0.33812933229556
2016-06-20 15:00:00,2016-06-22 16:00:00,persistence,4,0.0401692359494791,0.3699527545914164
2016-06-20 16:00:00,2016-06-22 17:00:00,persistence,1,-0.0351234387049179,0.37482496557682976
2016-06-20 17:00:00,2016-06-22 18:00:00,persistence,4,-0.007036905327221376,0.3586584039653302
2016-06-20 18:00:00,2016-06-22 19:00:00,persistence,2,-0.03742435752148344,0.3866888837731079
2016-06-20 19:00:00,2016-06-22 20:00:00,persistence,0,0.0,0.0
2016-06-20 20:00:00,2016-06-22 21:00:00,persistence,2,-0.0414193299372603,0.4070334886753304
2016-06-20 21:00:00,2016-06-22 22:00:00,persistence,0,0.0,0.0
2016-06-20 22:00:00,2016-06-22 23:00:00,persistence,0,0.0,0.0
2016-06-20 23:00:00,2016-06-23 00:00:00,persistence,0,0.0,0.0
2016-06-21 00:00:00,2016-06-23 01:00:00,persistence,0,0.0,0.0
2016-06-21 01:00:00,2016-06-23 02:00:00,persistence,0,0.0,0.0
2016-06-21 02:00:00,2016-06-23 03:00:00,persistence,0,0.0,0.0
2016-06-21 03:00:00,2016-06-23 04:00:00,persistence,0,0.0,0.0
2016-06-21 04:00:00,2016-06-23 05:00:00,persistence,0,0.0,0.0
2016-06-21 05:00:00,2016-06-23 06:00:00,persistence,0,0.0,0.0
2016-06-21 06:00:00,2016-06-23 07:00:00,persistence,0,0.0,0.0
2016-06-21 07:00:00,2016-06-23 08:00:00,persistence,0,0.0,0.0
2016-06-21 08:00:00,2016-06-23 09:00:00,persistence,0,0.0,0.0
2016-06-21 09:00:00,2016-06-23 10:00:00,persistence,0,0.0,0.0
2016-06-21 10:00:00,2016-06-23 11:00:00,persistence,0,0.0,0.0
2016-06-21 11:00:00,2016-06-23 12:00:00,persistence,0,0.0,0.0
2016-06-21 12:00:00,2016-06-23 13:00:00,persistence,0,0.0,0.0
2016-06-21 13:00:00,2016-06-23 14:00:00,persistence,0,0.0,0.0
2016-06-21 14:00:00,2016-06-23 15:00:00,persistence,0,0.0,0.0
2016-06-21 15:00:00,2016-06-23 16:00:00,persistence,0,0.0,0.0
2016-06-21 16:00:00,2016-06-23 17:00:00,persistence,0,0.0,0.0
2016-06-21 17:00:00,2016-06-23 18:00:00,persistence,0,0.0,0.0
2016-06-21 18:00:00,2016-06-23 19:00:00,persistence,0,0.0,0.0
2016-06-21 19:00:00,2016-06-23 20:00:00,persistence,0,0.0,0.0
2016-06-21 20:00:00,2016-06-23 21:00:00,persistence,0,0.0,0.0
2016-06-21 21:00:00,2016-06-23 22:00:00,persistence,0,0.0,0.0
2016-06-21 22:00:00,2016-06-23 23:00:00,persistence,0,0.0,0.0
2016-06-21 23:00:00,2016-06-24 00:00:00,persistence,0,0.0,0.0
2016-06-22 00:00:00,2016-06-24 01:00:00,persistence,0,0.0,0.0
2016-06-22 01:00:00,2016-06-24 02:00:00,persistence,0,0.0,0.0
2016-06-22 02:00:00,2016-06-24 03:00:00,persistence,0,0.0,0.0
2016-06-22 03:00:00,2016-06-24 04:00:00,persistence,0,0.0,0.0
2016-06-22 04:00:00,2016-06-24 05:00:00,persistence,0,0.0,0.0
2016-06-22 05:00:00,2016-06-24 06:00:00,persistence,0,0.0,0.0
2016-06-22 06:00:00,2016-06-24 07:00:00,persistence,0,0.0,0.0
2016-06-22 07:00:00,2016-06-24 08:00:00,persistence,0,0.0,0.0
2016-06-22 08:00:00,2016-06-24 09:00:00,persistence,0,0.0,0.0
2016-06-22 09:00:00,2016-06-24 10:00:00,persistence,0,0.0,0.0
2016-06-22 10:00:00,2016-06-24 11:00:00,persistence,0,0.0,0.0
2016-06-22 11:00:00,2016-06-24 12:00:00,persistence,0,0.0,0.0
2016-06-22 12:00:00,2016-06-24 13:00:00,persistence,0,0.0,0.0
2016-06-22 13:00:00,2016-06-24 14:00:00,persistence,0,0.0,0.0
2016-06-22 14:00:00,2016-06-24 15:00:00,persistence,0,0.0,0.0
2016-06-22 15:00:00,2016-06-24 16:00:00,persistence,0,0.0,0.0
2016-06-22 16:00:00,2016-06-24 17:00:00,persistence,0,0.0,0.0
2016-06-22 17:00:00,2016-06-24 18:00:00,persistence,0,0.0,0.0
2016-06-22 18:00:00,2016-06-24 19:00:00,persistence,0,0.0,0.0
2016-06-22 19:00:00,2016-06-24 20:00:00,persistence,0,0.0,0.0
2016-06-22 20:00:00,2016-06-24 21:00:00,persistence,0,0.0,0.0
2016-06-22 21:00:00,2016-06-24 22:00:00,persistence,0,0.0,0.0
2016-06-22 22:00:00,2016-06-24 23:00:00,persistence,0,0.0,0.0
2016-06-22 23:00:00,2016-06-25 00:00:00,persistence,0,0.0,0.0
2016-06-23 00:00:00,2016-06-25 01:00:00,persistence,0,0.0,0.0
2016-06-23 01:00:00,2016-06-25 02:00:00,persistence,0,0.0,0.0
2016-06-23 02:00:00,2016-06-25 03:00:00,persistence,0,0.0,0.0
2016-06-23 03:00:00,2016-06-25 04:00:00,persistence,0,0.0,0.0
2016-06-23 04:00:00,2016-06-25 05:00:00,persistence,0,0.0,0.0
2016-06-23 05:00:00,2016-06-25 06:00:00,persistence,0,0.0,0.0
2016-06-23 06:00:00,2016-06-25 07:00:00,persistence,0,0.0,0.0
2016-06-23 07:00:00,2016-06-25 08:00:00,persistence,0,0.0,0.0
2016-06-23 08:00:00,2016-06-25 09:00:00,persistence,0,0.0,0.0
2016-06-23 09:00:00,2016-06-25 10:00:00,persistence,0,0.0,0.0
2016-06-23 10:00:00,2016-06-25 11:00:00,persistence,0,0.0,0.0
2016-06-23 11:00:00,2016-06-25 12:00:00,persistence,0,0.0,0.0
2016-06-23 12:00:00,2016-06-25 13:00:00,persistence,0,0.0,0.0
2016-06-23 13:00:00,2016-06-25 14:00:00,persistence,0,0.0,0.0
2016-06-23 14:00:00,2016-06-25 15:00:00,persistence,0,0.0,0.0
2016-06-23 15:00:00,2016-06-25 16:00:00,persistence,0,0.0,0.0
2016-06-23 16:00:00,2016-06-25 17:00:00,persistence,0,0.0,0.0
2016-06-23 17:00:00,2016-06-25 18:00:00,persistence,0,0.0,0.0
2016-06-23 18:00:00,2016-06-25 19:00:00,persistence,0,0.0,0.0
2016-06-23 19:00:00,2016-06-25 20:00:00,persistence,0,0.0,0.0
2016-06-23 20:00:00,2016-06-25 21:00:00,persistence,0,0.0,0.0
2016-06-23 21:00:00,2016-06-25 22:00:00,persistence,0,0.0,0.0
2016-06-23 22:00:00,2016-06-25 23:00:00,persistence,0,0.0,0.0
2016-06-23 23:00:00,2016-06-26 00:00:00,persistence,0,0.0,0.0
2016-06-24 00:00:00,2016-06-26 01:00:00,persistence,0,0.0,0.0
2016-06-24 01:00:00,2016-06-26 02:00:00,persistence,0,0.0,0.0
2016-06-24 02:00:00,2016-06-26 03:00:00,persistence,0,0.0,0.0
2016-06-24 03:00:00,2016-06-26 04:00:00,persistence,0,0.0,0.0
2016-06-24 04:00:00,2016-06-26 05:00:00,persistence,0,0.0,0.0
2016-06-24 05:00:00,2016-06-26 06:00:00,persistence,0,0.0,0.0
2016-06-24 06:00:00,2016-06-26 07:00:00,persistence,0,0.0,0.0
2016-06-24 07:00:00,2016-06-26 08:00:00,persistence,0,0.0,0.0
2016-06-24 08:00:00,2016-06-26 09:00:00,persistence,0,0.0,0.0
2016-06-24 09:00:00,2016-06-26 10:00:00,persistence,0,0.0,0.0
2016-06-24 10:00:00,2016-06-26 11:00:00,persistence,0,0.0,0.0
2016-06-24 11:00:00,2016-06-26 12:00:00,persistence,0,0.0,0.0
2016-06-24 12:00:00,2016-06-26 13:00:00,persistence,0,0.0,0.0
2016-06-24 13:00:00,2016-06-26 14:00:00,persistence,0,0.0,0.0
2016-06-24 14:00:00,2016-06-26 15:00:00,persistence,0,0.0,0.0
2016-06-24 15:00:00,2016-06-26 16:00:00,persistence,0,0.0,0.0
2016-06-24 16:00:00,2016-06-26 17:00:00,persistence,0,0.0,0.0
2016-06-24 17:00:00,2016-06-26 18:00:00,persistence,0,0.0,0.0
2016-06-24 18:00:00,2016-06-26 19:00:00,persistence,0,0.0,0.0
2016-06-24 19:00:00,2016-06-26 20:00:00,persistence,0,0.0,0.0
2016-06-24 20:00:00,2016-06-26 21:00:00,persistence,0,0.0,0.0
2016-06-24 21:00:00,2016-06-26 22:00:00,persistence,0,0.0,0.0
2016-06-24 22:00:00,2016-06-26 23:00:00,persistence,0,0.0,0.0
2016-06-24 23:00:00,2016-06-27 00:00:00,persistence,0,0.0,0.0
2016-06-25 00:00:00,2016-06-27 01:00:00,persistence,0,0.0,0.0
2016-06-25 01:00:00,2016-06-27 02:00:00,persistence,0,0.0,0.0
2016-06-25 02:00:00,2016-06-27 03:00:00,persistence,0,0.0,0.0
2016-06-25 03:00:00,2016-06-27 04:00:00,persistence,0,0.0,0.0
2016-06-25 04:00:00,2016-06-27 05:00:00,persistence,0,0.0,0.0
2016-06-25 05:00:00,2016-06-27 06:00:00,persistence,0,0.0,0.0
2016-06-25 06:00:00,2016-06-27 07:00:00,persistence,0,0.0,0.0
2016-06-25 07:00:00,2016-06-27 08:00:00,persistence,0,0.0,0.0
2016-06-25 08:00:00,2016-06-27 09:00:00,persistence,0,0.0,0.0
2016-06-25 09:00:00,2016-06-27 10:00:00,persistence,0,0.0,0.0
2016-06-25 10:00:00,2016-06-27 11:00:00,persistence,0,0.0,0.0
2016-06-25 11:00:00,2016-06-27 12:00:00,persistence,0,0.0,0.0
2016-06-25 12:00:00,2016-06-27 13:00:00,persistence,0,0.0,0.0
2016-06-25 13:00:00,2016-06-27 14:00:00,persistence,0,0.0,0.0
2016-06-25 14:00:00,2016-06-27 15:00:00,persistence,0,0.0,0.0
2016-06-25 15:00:00,2016-06-27 16:00:00,persistence,0,0.0,0.0
2016-06-25 16:00:00,2016-06-27 17:00:00,persistence,0,0.0,0.0
2016-06-25 17:00:00,2016-06-27 18:00:00,persistence,0,0.0,0.0
2016-06-25 18:00:00,2016-06-27 19:00:00,persistence,0,0.0,0.0
2016-06-25 19:00:00,2016-06-27 20:00:00,persistence,0,0.0,0.0
2016-06-25 20:00:00,2016-06-27 21:00:00,persistence,0,0.0,0.0
2016-06-25 21:00:00,2016-06-27 22:00:00,persistence,0,0.0,0.0
2016-06-25 22:00:00,2016-06-27 23:00:00,persistence,0,0.0,0.0
2016-06-25 23:00:00,2016-06-28 00:00:00,persistence,0,0.0,0.0
2016-06-26 00:00:00,2016-06-28 01:00:00,persistence,0,0.0,0.0
2016-06-26 01:00:00,2016-06-28 02:00:00,persistence,0,0.0,0.0
2016-06-26 02:00:00,2016-06-28 03:00:00,persistence,0,0.0,0.0
2016-06-26 03:00:00,2016-06-28 04:00:00,persistence,0,0.0,0.0
2016-06-26 04:00:00,2016-06-28 05:00:00,persistence,0,0.0,0.0
2016-06-26 05:00:00,2016-06-28 06:00:00,persistence,0,0.0,0.0
2016-06-26 06:00:00,2016-06-28 07:00:00,persistence,0,0.0,0.0
2016-06-26 07:00:00,2016-06-28 08:00:00,persistence,0,0.0,0.0
2016-06-26 08:00:00,2016-06-28 09:00:00,persistence,0,0.0,0.0
2016-06-26 09:00:00,2016-06-28 10:00:00,persistence,0,0.0,0.0
2016-06-26 10:00:00,2016-06-28 11:00:00,persistence,0,0.0,0.0
2016-06-26 11:00:00,2016-06-28 12:00:00,persistence,0,0.0,0.0
2016-06-26 12:00:00,2016-06-28 13:00:00,persistence,0,0.0,0.0
2016-06-26 13:00:00,2016-06-28 14:00:00,persistence,0,0.0,0.0
2016-06-26 14:00:00,2016-06-28 15:00:00,persistence,0,0.0,0.0
2016-06-26 15:00:00,2016-06-28 16:00:00,persistence,0,0.0,0.0
2016-06-26 16:00:00,2016-06-28 17:00:00,persistence,0,0.0,0.0
2016-06-26 17:00:00,2016-06-28 18:00:00,persistence,0,0.0,0.0
2016-06-26 18:00:00,2016-06-28 19:00:00,persistence,0,0.0,0.0
2016-06-26 19:00:00,2016-06-28 20:00:00,persistence,0,0.0,0.0
2016-06-26 20:00:00,2016-06-28 21:00:00,persistence,0,0.0,0.0
2016-06-26 21:00:00,2016-06-28 22:00:00,persistence,0,0.0,0.0
2016-06-26 22:00:00,2016-06-28 23:00:00,persistence,0,0.0,0.0
2016-06-26 23:00:00,2016-06-29 00:00:00,persistence,0,0.0,0.0
2016-06-27 00:00:00,2016-06-29 01:00:00,persistence,0,0.0,0.0
2016-06-27 01:00:00,2016-06-29 02:00:00,persistence,0,0.0,0.0
2016-06-27 02:00:00,2016-06-29 03:00:00,persistence,0,0.0,0.0
2016-06-27 03:00:00,2016-06-29 04:00:00,persistence,0,0.0,0.0
2016-06-27 04:00:00,2016-06-29 05:00:00,persistence,0,0.0,0.0
2016-06-27 05:00:00,2016-06-29 06:00:00,persistence,0,0.0,0.0
2016-06-27 06:00:00,2016-06-29 07:00:00,persistence,0,0.0,0.0
2016-06-27 07:00:00,2016-06-29 08:00:00,persistence,0,0.0,0.0
2016-06-27 08:00:00,2016-06-29 09:00:00,persistence,0,0.0,0.0
2016-06-27 09:00:00,2016-06-29 10:00:00,persistence,0,0.0,0.0
2016-06-27 10:00:00,2016-06-29 11:00:00,persistence,0,0.0,0.0
2016-06-27 11:00:00,2016-06-29 12:00:00,persistence,0,0.0,0.0
2016-06-27 12:00:00,2016-06-29 13:00:00,persistence,0,0.0,0.0
2016-06-27 13:00:00,2016-06-29 14:00:00,persistence,0,0.0,0.0
2016-06-27 14:00:00,2016-06-29 15:00:00,persistence,0,0.0,0.0
2016-06-27 15:00:00,2016-06-29 16:00:00,persistence,0,0.0,0.0
2016-06-27 16:00:00,2016-06-29 17:00:00,persistence,0,0.0,0.0
2016-06-27 17:00:00,2016-06-29 18:00:00,persistence,0,0.0,0.0
2016-06-27 18:00:00,2016-06-29 19:00:00,persistence,0,0.0,0.0
2016-06-27 19:00:00,2016-06-29 20:00:00,persistence,0,0.0,0.0
2016-06-27 20:00:00,2016-06-29 21:00:00,persistence,0,0.0,0.0
2016-06-27 21:00:00,2016-06-29 22:00:00,persistence,0,0.0,0.0
2016-06-27 22:00:00,2016-06-29 23:00:00,persistence,0,0.0,0.0
2016-06-27 23:00:00,2016-06-30 00:00:00,persistence,0,0.0,0.0
2016-06-28 00:00:00,2016-06-30 01:00:00,persistence,0,0.0,0.0
2016-06-28 01:00:00,2016-06-30 02:00:00,persistence,0,0.0,0.0
2016-06-28 02:00:00,2016-06-30 03:00:00,persistence,0,0.0,0.0
2016-06-28 03:00:00,2016-06-30 04:00:00,persistence,0,0.0,0.0
2016-06-28 04:00:00,2016-06-30 05:00:00,persistence,0,0.0,0.0
2016-06-28 05:00:00,2016-06-30 06:00:00,persistence,0,0.0,0.0
2016-06-28 06:00:00,2016-06-30 07:00:00,persistence,0,0.0,0.0
2016-06-28 07:00:00,2016-06-30 08:00:00,persistence,0,0.0,0.0
2016-06-28 08:00:00,2016-06-30 09:00:00,persistence,0,0.0,0.0
2016-06-28 09:00:00,2016-06-30 10:00:00,persistence,0,0.0,0.0
2016-06-28 10:00:00,2016-06-30 11:00:00,persistence,0,0.0,0.0
2016-06-28 11:00:00,2016-06-30 12:00:00,persistence,0,0.0,0.0
2016-06-28 12:00:00,2016-06-30 13:00:00,persistence,0,0.0,0.0
2016-06-28 13:00:00,2016-06-30 14:00:00,persistence,0,0.0,0.0
2016-06-28 14:00:00,2016-06-30 15:00:00,persistence,0,0.0,0.0
2016-06-28 15:00:00,2016-06-30 16:00:00,persistence,0,0.0,0.0
2016-06-28 16:00:00,2016-06-30 17:00:00,persistence,0,0.0,0.0
2016-06-28 17:00:00,2016-06-30 18:00:00,persistence,0,0.0,0.0
2016-06-28 18:00:00,2016-06-30 19:00:00,persistence,0,0.0,0.0
2016-06-28 19:00:00,2016-06-30 20:00:00,persistence,0,0.0,0.0
2016-06-28 20:00:00,2016-06-30 21:00:00,persistence,0,0.0,0.0
2016-06-28 21:00:00,2016-06-30 22:00:00,persistence,0,0.0,0.0
2016-06-28 22:00:00,2016-06-30 23:00:00,persistence,0,0.0,0.0
2016-06-28 23:00:00,2016-07-01 00:00:00,persistence,0,0.0,0.0
2016-05-01 00:00:00,2016-05-03 01:00:00,full_u_joint,1,0.0014428584246185556,0.015191119463558
2016-05-01 01:00:00,2016-05-03 02:00:00,full_u_joint,1,0.00291064606363634,0.08068799308453811
2016-05-01 02:00:00,2016-05-03 03:00:00,full_u_joint,3,-0.0009377037195383046,0.06677513687258675
2016-05-01 03:00:00,2016-05-03 04:00:00,full_u_joint,0,0.0,0.0
2016-05-01 04:00:00,2016-05-03 05:00:00,full_u_joint,1,-0.005949544642067935,0.05196185613750193
2016-05-01 05:00:00,2016-05-03 06:00:00,full_u_joint,2,0.0026417480831112034,0.031993236499308464
2016-05-01 06:00:00,2016-05-03 07:00:00,full_u_joint,4,0.0044309752785639265,0.07408444265029147
2016-05-01 07:00:00,2016-05-03 08:00:00,full_u_joint,3,-0.003531918941701847,0.03862929270978029
2016-05-01 08:00:00,2016-05-03 09:00:00,full_u_joint,0,0.0,0.0
2016-05-01 09:00:00,2016-05-03 10:00:00,full_u_joint,0,0.0,0.0
