candidate,selection_mse,target,corrected_lower,full_u_lower,corrected_pass,full_u_pass
persistence,581.1179941002949,0.0,-0.010190391100961711,-0.00040899990717283615,False,False
ridge_1,522.0548783983758,0.0009017031810412968,-0.016787882431251414,0.00012392151007689688,False,True
ridge_100,533.4660365604103,0.000816830204686772,-0.016778371598299754,-4.50371014449032e-05,False,False
boosting_7,533.7768462907061,0.00045613609800800037,-0.015100894350899209,-0.0001661672809993946,False,False
boosting_31,518.4380850859301,0.0005832979685237161,-0.01646692426522954,-0.00010324619530180715,False,False
blend_ridge_1,542.3569488105486,0.00043077559577360536,-0.014825283839964534,-0.00022038759365396995,False,False
blend_boosting_7,550.6354952472589,0.00023081778969417932,-0.0135017971853037,-0.00032242265538418935,False,False
blend_boosting_31,537.0524310350562,0.0002707836823854781,-0.013967112263612969,-0.0003312666189287337,False,False
