candidate,design,repetitions,target,noncoverage,noncoverage_ci_low,noncoverage_ci_high,positive,positive_ci_low,positive_ci_high,raw_noncoverage,raw_noncoverage_ci_low,raw_noncoverage_ci_high,mean_score,mean_interaction,mean_lower
boosting_31,full_u,300,0.0005832979685237161,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.0005837673611111111,0.0,-0.004834159169843278
boosting_31,shared,300,0.0005832979685237161,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.00887451171875,0.008719075520833333,-0.13431623137224666
boosting_31,separate,300,0.0005832979685237161,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.0005745442708333334,0.0,-0.02251645342105529
boosting_31,crossed,300,0.0005832979685237161,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.008279622395833333,0.00793212890625,-0.08715328784276138
blend_ridge_1,full_u,300,0.00043077559577360536,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.00045373987268518517,0.0,-0.0048516906815061905
blend_ridge_1,shared,300,0.00043077559577360536,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.00817138671875,0.0077392578125,-0.1329511618148815
blend_ridge_1,separate,300,0.00043077559577360536,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.0004638671875,0.0,-0.02242628660526397
blend_ridge_1,crossed,300,0.00043077559577360536,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.007054850260416667,0.0066927083333333335,-0.08580668815735185
blend_boosting_7,full_u,300,0.00023081778969417932,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.00021791811342592593,0.0,-0.004778030302622393
blend_boosting_7,shared,300,0.00023081778969417932,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.003289388020833333,0.0031982421875,-0.12701421850519967
blend_boosting_7,separate,300,0.00023081778969417932,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.00019449869791666666,0.0,-0.02139566387076449
blend_boosting_7,crossed,300,0.00023081778969417932,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.0024397786458333335,0.0023681640625,-0.0794713106434097
blend_boosting_31,full_u,300,0.0002707836823854781,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.0002370876736111111,0.0,-0.004813556421740966
blend_boosting_31,shared,300,0.0002707836823854781,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.004120279947916666,0.003958333333333334,-0.12833460651579506
blend_boosting_31,separate,300,0.0002707836823854781,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.0001904296875,0.0,-0.021645032803297205
blend_boosting_31,crossed,300,0.0002707836823854781,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.0034098307291666667,0.0032234700520833333,-0.08103730399152348
