candidate,mse,mae,relative_mse_gain_vs_persistence
persistence,455.58739255014325,10.779369627507164,0.0
ridge_1,380.28242819453067,10.438709554740768,0.16529202867992954
ridge_100,395.1730358481696,10.612170324147161,0.1326076131382944
boosting_7,348.1733894651653,10.251621265136249,0.2357703589726874
boosting_31,317.72439738785965,10.200696202741204,0.3026049390668992
blend_ridge_1,408.87228561334877,10.376090778449111,0.10253819069774384
blend_boosting_7,394.71914892819086,10.43682762566205,0.13360388065447415
blend_boosting_31,371.53413738717546,10.287738986344063,0.1844942518985897
