candidate,mse,mae
persistence,288.32,10.04
ridge_1,320.141718908962,10.375632093553559
ridge_100,307.47924567317966,10.397177430479342
boosting_7,288.0429214507814,9.936387995193382
boosting_31,295.9390014176814,9.875337116612418
blend_ridge_1,295.11752103111826,9.982812550055941
blend_boosting_7,283.4075419041457,9.875385917396262
blend_boosting_31,282.88365451720097,9.74477353741356
