candidate,method,bound,selection_mse,exact_target,true_shared_interaction,raw_center,interaction_estimate,corrected_center,evaluation_radius,validation_radius,total_radius,lower,passes,score_variance,correction_variance,alpha,delta,analysis_status,exact_target_times_1000,raw_center_times_1000,interaction_estimate_times_1000,corrected_center_times_1000,evaluation_radius_times_1000,validation_radius_times_1000,total_radius_times_1000,lower_times_1000
boosting_31,shared_original,hybrid,527.5912583594636,0.0008521327899962623,0.009056899048860137,0.0085296630859375,0.008148193359375,0.0003814697265625,0.004804981786870615,0.010943039560664496,0.015748021347535113,-0.015366551620972611,False,0.008766433472730284,0.004458382138110331,0.00625,0.003125,"Post-exposure diagnostic on the corrected, previously inspected cohorts; not independent confirmation.",0.8521327899962623,8.5296630859375,8.148193359375,0.3814697265625,4.8049817868706155,10.943039560664495,15.748021347535113,-15.366551620972611
boosting_31,shared_original,hoeffding,527.5912583594636,0.0008521327899962623,0.009056899048860137,0.0085296630859375,0.008148193359375,0.0003814697265625,0.02653565048301731,0.07505415359895051,0.10158980408196783,-0.10120833435540533,False,0.008766433472730284,0.004458382138110331,0.00625,0.003125,"Post-exposure diagnostic on the corrected, previously inspected cohorts; not independent confirmation.",0.8521327899962623,8.5296630859375,8.148193359375,0.3814697265625,26.53565048301731,75.0541535989505,101.58980408196783,-101.20833435540533
boosting_31,shared_pruned_same_counts,hybrid,527.5912583594636,0.0008521327899962623,0.009056899048860137,0.0085296630859375,0.008148193359375,0.0003814697265625,0.004804981786870615,0.010943039560664496,0.015748021347535113,-0.015366551620972611,False,0.008766433472730284,0.004458382138110331,0.00625,0.003125,"Post-exposure diagnostic on the corrected, previously inspected cohorts; not independent confirmation.",0.8521327899962623,8.5296630859375,8.148193359375,0.3814697265625,4.8049817868706155,10.943039560664495,15.748021347535113,-15.366551620972611
boosting_31,shared_pruned_same_counts,hoeffding,527.5912583594636,0.0008521327899962623,0.009056899048860137,0.0085296630859375,0.008148193359375,0.0003814697265625,0.02653565048301731,0.07505415359895051,0.10158980408196783,-0.10120833435540533,False,0.008766433472730284,0.004458382138110331,0.00625,0.003125,"Post-exposure diagnostic on the corrected, previously inspected cohorts; not independent confirmation.",0.8521327899962623,8.5296630859375,8.148193359375,0.3814697265625,26.53565048301731,75.0541535989505,101.58980408196783,-101.20833435540533
boosting_31,shared_pruned_allocated,hybrid,527.5912583594636,0.0008521327899962623,0.009056899048860137,0.01035457741097356,0.008476848347211708,0.0018777290637618516,0.005886686067372767,0.006239437724440041,0.012126123791812809,-0.010248394728050957,False,0.01017171989001246,0.004550283799340321,0.00625,0.003125,"Post-exposure diagnostic on the corrected, previously inspected cohorts; not independent confirmation.",0.8521327899962623,10.35457741097356,8.476848347211707,1.8777290637618516,5.886686067372767,6.239437724440041,12.126123791812809,-10.248394728050958
boosting_31,shared_pruned_allocated,hoeffding,527.5912583594636,0.0008521327899962623,0.009056899048860137,0.01035457741097356,0.008476848347211708,0.0018777290637618516,0.029691781084085378,0.053954499927946487,0.08364628101203186,-0.08176855194827001,False,0.01017171989001246,0.004550283799340321,0.00625,0.003125,"Post-exposure diagnostic on the corrected, previously inspected cohorts; not independent confirmation.",0.8521327899962623,10.35457741097356,8.476848347211707,1.8777290637618516,29.691781084085378,53.954499927946486,83.64628101203186,-81.76855194827002
boosting_31,direct_triple_u,hybrid,527.5912583594636,0.0008521327899962623,0.009056899048860137,0.0008697509765625,0.0,0.0008697509765625,0.000755407868251283,0.0,0.000755407868251283,0.00011434310831121702,True,0.0002282052974155478,0.0,0.00625,0.0,"Post-exposure diagnostic on the corrected, previously inspected cohorts; not independent confirmation.",0.8521327899962623,0.8697509765625,0.0,0.8697509765625,0.755407868251283,0.0,0.755407868251283,0.11434310831121702
boosting_31,direct_triple_u,hoeffding,527.5912583594636,0.0008521327899962623,0.009056899048860137,0.0008697509765625,0.0,0.0008697509765625,0.006774287190149454,0.0,0.006774287190149454,-0.005904536213586954,False,0.0002282052974155478,0.0,0.00625,0.0,"Post-exposure diagnostic on the corrected, previously inspected cohorts; not independent confirmation.",0.8521327899962623,0.8697509765625,0.0,0.8697509765625,6.774287190149454,0.0,6.774287190149454,-5.904536213586954
boosting_31,complete_pooled_u,variance,527.5912583594636,0.0008521327899962623,0.009056899048860137,0.0008473575802400655,0.0,0.0008473575802400655,0.0006924171105827418,0.0,0.0006924171105827418,0.00015494046965732367,True,0.0002282052974155478,0.0,0.00625,0.0,"Post-exposure diagnostic on the corrected, previously inspected cohorts; not independent confirmation.",0.8521327899962623,0.8473575802400655,0.0,0.8473575802400655,0.6924171105827418,0.0,0.6924171105827418,0.15494046965732367
boosting_31,complete_pooled_u,hoeffding,527.5912583594636,0.0008521327899962623,0.009056899048860137,0.0008473575802400655,0.0,0.0008473575802400655,0.006774287190149454,0.0,0.006774287190149454,-0.005926929609909389,False,0.0002282052974155478,0.0,0.00625,0.0,"Post-exposure diagnostic on the corrected, previously inspected cohorts; not independent confirmation.",0.8521327899962623,0.8473575802400655,0.0,0.8473575802400655,6.774287190149454,0.0,6.774287190149454,-5.926929609909389
boosting_31,census,exact,527.5912583594636,0.0008521327899962623,0.009056899048860137,0.0008521327899962623,0.0,0.0008521327899962623,0.0,0.0,0.0,0.0008521327899962623,True,0.0,0.0,0.00625,0.0,"Post-exposure diagnostic on the corrected, previously inspected cohorts; not independent confirmation.",0.8521327899962623,0.8521327899962623,0.0,0.8521327899962623,0.0,0.0,0.0,0.8521327899962623
