law,budget,candidate,method,rule,theta,replications,certifications,certification_rate,certification_ci_low,certification_ci_high,noncoverage,noncoverage_ci_low,noncoverage_ci_high,family_noncoverage,family_noncoverage_ci_low,family_noncoverage_ci_high,family_false_certification,family_false_ci_low,family_false_ci_high,mean_lower,mean_radius
biased_zero_rank_contrast,12288,baseline_identity,disjoint_triple_u,range,0.0,300,0,0.0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.0,0.0
biased_zero_rank_contrast,12288,candidate,disjoint_triple_u,range,0.0,300,0,0.0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,-0.011609996743235401,0.011564118650787488
biased_zero_rank_contrast,12288,reverse_candidate,disjoint_triple_u,range,0.03125,300,300,1.0,0.9877790253057065,1.0,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.019654990778465987,0.011564118650787488
biased_zero_rank_contrast,12288,constant,disjoint_triple_u,range,0.015625,300,300,1.0,0.9877790253057065,1.0,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.00402249701761529,0.011564118650787488
biased_zero_rank_contrast,12288,baseline_identity,disjoint_triple_u,hybrid,0.0,300,0,0.0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.0,0.0
biased_zero_rank_contrast,12288,candidate,disjoint_triple_u,hybrid,0.0,300,0,0.0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,-0.0033452496552081046,0.003299371562760188
biased_zero_rank_contrast,12288,reverse_candidate,disjoint_triple_u,hybrid,0.03125,300,300,1.0,0.9877790253057065,1.0,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.026868431839524785,0.004350677589728682
biased_zero_rank_contrast,12288,constant,disjoint_triple_u,hybrid,0.015625,300,300,1.0,0.9877790253057065,1.0,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.012218797149025656,0.0033678185193771193
biased_zero_rank_contrast,12288,baseline_identity,complete_u,range,0.0,300,0,0.0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.0,0.0
biased_zero_rank_contrast,12288,candidate,complete_u,range,0.0,300,0,0.0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,-0.01157622599276592,0.011564118650787488
biased_zero_rank_contrast,12288,reverse_candidate,complete_u,range,0.03125,300,300,1.0,0.9877790253057065,1.0,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.019698161852594723,0.011564118650787488
biased_zero_rank_contrast,12288,constant,complete_u,range,0.015625,300,300,1.0,0.9877790253057065,1.0,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0,0.0,0.012220974694293552,0.0040609679299144,0.011564118650787488
