task,baseline,candidate,raw_draw_calls,distinct_sampled_rows,p_min_x,missing_mass,pairs,allocation_factor,method,p,lower,estimate,pair_methods_seconds,full_u_all_delete_seconds,fractions,used_categories,additional_raw_rows,total_raw_rows_charged,partial_shifted_mean_cap,decimal_precision,certificate,p_value,log_e_lower,objective_lower,objective_upper,objective_gap,profiles,status,elapsed_seconds,radius,jackknife_variance,eb_linear_remainder,full_u_eb_union_p,full_u_hoeffding_union_p,p_BY,retained,exact_archive_target_fraction,exact_archive_target,exact_target_sign,archive_rows,p_min_y,frozen_augmentation_weight,frozen_confirmation_rows,frozen_confirmation_mse,frozen_baseline_confirmation_mse,descriptive_frozen_confirmation_gain,descriptive_gain_sign
appliances,seasonal_day,category_copy,32768,336,0.0059523809523809,0.0,8183,0.0001223192014091,full_u_joint,1.0,-0.6337755969824193,-0.0010629245763255,0.1443790271878242,37.48811262473464,,,,,,,,,,,,,,,,0.6327126724060936,1.547467359660386e-06,0.1579766874806744,1.0,1.0,1.0,False,0,0.0,zero,336,0.005952380952380952,0.05,1008,0.0413980341485031,0.04129839692198081,-9.963722652228668e-05,negative
appliances,seasonal_day,category_copy,32768,336,0.0059523809523809,0.0,8183,0.0001223192014091,stratified_cell_bernstein,1.0,-0.0641692628222565,0.0,0.1443790271878242,37.48811163380742,,,,,,,,,,,,,,,,,,,,,1.0,False,0,0.0,zero,336,0.005952380952380952,0.05,1008,0.0413980341485031,0.04129839692198081,-9.963722652228668e-05,negative
appliances,seasonal_day,category_copy,32768,336,0.0059523809523809,0.0,8183,0.0001223192014091,stratified_hoeffding,1.0,-0.0135357966026515,0.0,0.1443790271878242,37.488109458237886,,,,,,,,,,,,,,,,,,,,,1.0,False,0,0.0,zero,336,0.005952380952380952,0.05,1008,0.0413980341485031,0.04129839692198081,-9.963722652228668e-05,negative
appliances,seasonal_day,category_copy,32768,336,0.0059523809523809,0.0,8183,0.0001223192014091,stratified_hybrid,1.0,-0.001332896047386,0.0,0.1443790271878242,37.48811199143529,,,,,,,,,,,,,,,,,,,,,1.0,False,0,0.0,zero,336,0.005952380952380952,0.05,1008,0.0413980341485031,0.04129839692198081,-9.963722652228668e-05,negative
appliances,seasonal_day,category_copy,32768,336,0.0059523809523809,0.0,8183,0.0001223192014091,stratified_pooled_bernstein,1.0,-0.0011220590958453,0.0,0.1443790271878242,37.488111171871424,,,,,,,,,,,,,,,,,,,,,1.0,False,0,0.0,zero,336,0.005952380952380952,0.05,1008,0.0413980341485031,0.04129839692198081,-9.963722652228668e-05,negative
appliances,seasonal_day,category_copy,32768,336,0.0059523809523809,0.0,8183,0.0001223192014091,stratified_profiled_betting,1.0,,,0.1443790271878242,37.48811226338148,"['1/10', '3/10', '1/2', '7/10', '9/10']",30.0,0.0,32768.0,0.5,60.0,exact-rational tangent LP; outward Decimal logarithms,1.0,-1.0468655788054302,-1.0468655788054302,-1.0424041071219852,0.0044614716834446,"[{'fraction': '1/10', 'log_e_lower': -0.20865860341948655, 'primal_log_e_upper': -0.20353944521990172, 'certified_optimization_gap_upper': 0.0051191581995848005, 'optimizer_success': True, 'optimizer_status': 'Optimization terminated successfully', 'optimizer_iterations': 66, 'objective_evaluations': 67, 'feasible_mean_vector': [0.49622371450780134, 0.5091356606517089, 0.48706801223785007, 0.5105440168037302, 0.48521815637358995, 0.5227450656412523, 0.5085057617764169, 0.506994974261995, 0.48692388527517977, 0.5005539014638245, 0.49558257534517625, 0.4970603354361968, 0.4952886473460659, 0.5140663538082556, 0.5047310988821834, 0.4980319637567843, 0.4995498895140295, 0.4962182018691886, 0.49699708461052783, 0.5227522931224697, 0.5101483245013779, 0.48336167912901357, 0.5046941690249879, 0.49621820186918864, 0.49622039794640216, 0.5279349886409842, 0.507887113385325, 0.4946671781614328, 0.4907406074463351, 0.4934917338897608]}, {'fraction': '3/10', 'log_e_lower': -0.686338036073778, 'primal_log_e_upper': -0.6825090667938056, 'certified_optimization_gap_upper': 0.003828969279972033, 'optimizer_success': True, 'optimizer_status': 'Optimization terminated successfully', 'optimizer_iterations': 54, 'objective_evaluations': 55, 'feasible_mean_vector': [0.4957755998536859, 0.5102048896065121, 0.48555125321327236, 0.5117813892549724, 0.4834854569494458, 0.5254514425308644, 0.5095172716254651, 0.5078166741001261, 0.48539294001350325, 0.5006209872900628, 0.4950585335328848, 0.49670903242655795, 0.4947316039532152, 0.5157191122968972, 0.5052843465212414, 0.4977983297814699, 0.4995067127211796, 0.4957723199554421, 0.496641251072142, 0.5254494656953596, 0.511341632423401, 0.48141242851443705, 0.5052592368749104, 0.4957723199554422, 0.49577437256479845, 0.531226675081231, 0.5088110945954596, 0.49403427262431454, 0.4896545228523062, 0.4927229675872713]}, {'fraction': '1/2', 'log_e_lower': -1.2931840889855357, 'primal_log_e_upper': -1.2894679263900721, 'certified_optimization_gap_upper': 0.003716162595463061, 'optimizer_success': True, 'optimizer_status': 'Optimization terminated successfully', 'optimizer_iterations': 48, 'objective_evaluations': 49, 'feasible_mean_vector': [0.4952069255357912, 0.5115640277090577, 0.48363526430650045, 0.5133556182442073, 0.481299116016096, 0.5288890704158793, 0.5107891425426604, 0.5088575908227507, 0.4834560600191607, 0.5006978055559204, 0.49439497567276414, 0.49626485638507983, 0.4940245361304077, 0.5178260603594738, 0.5059838492751956, 0.4974989842331534, 0.49943515520527537, 0.495204055154923, 0.49618947982639144, 0.5288855176644831, 0.5128573600517671, 0.4789554851299612, 0.5059562056284967, 0.4952040551549231, 0.4952062546502526, 0.5354537497306631, 0.5099854182727941, 0.49323499544326577, 0.488278277064415, 0.49175215559413993]}, {'fraction': '7/10', 'log_e_lower': -2.0886285014464994, 'primal_log_e_upper': -2.084028327127684, 'certified_optimization_gap_upper': 0.004600174318814027, 'optimizer_success': True, 'optimizer_status': 'Optimization terminated successfully', 'optimizer_iterations': 45, 'objective_evaluations': 46, 'feasible_mean_vector': [0.4944567929849165, 0.5133456291369632, 0.4811441334708429, 0.5154207314462705, 0.4784616579810567, 0.5334427280520164, 0.5124511237966829, 0.5102159835934679, 0.4809382352534199, 0.5007890424029183, 0.4935213105590474, 0.49567632718928867, 0.4930948969600575, 0.5205997173697642, 0.5068935944292695, 0.49709912586706273, 0.4993318832227293, 0.49445361263803, 0.4955898358063429, 0.5334378907010756, 0.5148441940946565, 0.47577238435447644, 0.5068611385917169, 0.49445361263802995, 0.4944563573862265, 0.541077479758563, 0.51152055213903, 0.4921853358960615, 0.48648038491250967, 0.4904787830283477]}, {'fraction': '9/10', 'log_e_lower': -3.1738892769835925, 'primal_log_e_upper': -3.170107694972338, 'certified_optimization_gap_upper': 0.0037815820112532964, 'optimizer_success': True, 'optimizer_status': 'Optimization terminated successfully', 'optimizer_iterations': 46, 'objective_evaluations': 47, 'feasible_mean_vector': [0.49341713162681367, 0.5157782694185906, 0.4777808742720497, 0.5182511539612735, 0.4746427452401966, 0.5398023511424562, 0.5147193011280922, 0.5120628836629635, 0.4775394247947741, 0.5008914278037033, 0.4923158778500555, 0.49485592880367346, 0.4918138165713416, 0.5244247578124911, 0.508119161531991, 0.4965339196459252, 0.4991682309457389, 0.49341427165962104, 0.4947536089875819, 0.539796482217704, 0.5175647575484551, 0.4715009760805743, 0.5080786054518278, 0.4934142716596211, 0.4934173628898648, 0.5489841537332256, 0.5136124202428658, 0.49074282852388, 0.48403781735287815, 0.48873694289616976]}]",certified_lower_evidence,0.1249633878469467,,,,,,1.0,False,0,0.0,zero,336,0.005952380952380952,0.05,1008,0.0413980341485031,0.04129839692198081,-9.963722652228668e-05,negative
appliances,seasonal_day,extra_trees,32768,336,0.0059523809523809,0.0,8183,0.0001223192014091,full_u_joint,1.0,-0.5980271018567264,0.0346855705493672,0.1926811821758747,37.44926832616329,,,,,,,,,,,,,,,,0.6327126724060936,1.1090449754946963e-06,0.1579766874806744,1.0,1.0,1.0,False,49651942985791/1394294718136320,0.035610794719324566,positive,336,0.005952380952380952,1.1,1008,0.017748898090906903,0.04129839692198081,0.02354949883107391,positive
appliances,seasonal_day,extra_trees,32768,336,0.0059523809523809,0.0,8183,0.0001223192014091,stratified_cell_bernstein,1.0,-0.049263293214968,0.0357664020199101,0.1926811821758747,37.44926733523607,,,,,,,,,,,,,,,,,,,,,1.0,False,49651942985791/1394294718136320,0.035610794719324566,positive,336,0.005952380952380952,1.1,1008,0.017748898090906903,0.04129839692198081,0.02354949883107391,positive
appliances,seasonal_day,extra_trees,32768,336,0.0059523809523809,0.0,8183,0.0001223192014091,stratified_hoeffding,8.244139442295516e-10,0.0222306054172585,0.0357664020199101,0.1926811821758747,37.44926527142525,,,,,,,,,,,,,,,,,,,,,5.975038205320847e-09,True,49651942985791/1394294718136320,0.035610794719324566,positive,336,0.005952380952380952,1.1,1008,0.017748898090906903,0.04129839692198081,0.02354949883107391,positive
appliances,seasonal_day,extra_trees,32768,336,0.0059523809523809,0.0,8183,0.0001223192014091,stratified_hybrid,5.421010862427522e-20,0.029935793486874,0.0357664020199101,0.1926811821758747,37.449267748743296,,,,,,,,,,,,,,,,,,,,,2.9467066187909604e-19,True,49651942985791/1394294718136320,0.035610794719324566,positive,336,0.005952380952380952,1.1,1008,0.017748898090906903,0.04129839692198081,0.02354949883107391,positive
appliances,seasonal_day,extra_trees,32768,336,0.0059523809523809,0.0,8183,0.0001223192014091,stratified_pooled_bernstein,5.421010862427522e-20,0.0305176570137865,0.0357664020199101,0.1926811821758747,37.449266884475946,,,,,,,,,,,,,,,,,,,,,2.9467066187909604e-19,True,49651942985791/1394294718136320,0.035610794719324566,positive,336,0.005952380952380952,1.1,1008,0.017748898090906903,0.04129839692198081,0.02354949883107391,positive
