candidate,exact_population_shared_score,exact_target,true_shared_interaction,interaction_over_population_shared_score
persistence,0.0,0.0,0.0,
ridge_1,0.015444923224239937,0.0009481287389672156,0.014496794485272722,0.938612272446963
ridge_100,0.015043090181594337,0.0008873063056739006,0.014155783875920437,0.9410156892657903
boosting_7,0.007728873841523888,0.0005717383726406746,0.007157135468883213,0.9260256559540444
boosting_31,0.0099090318388564,0.0008521327899962623,0.009056899048860137,0.9140044351603771
blend_ridge_1,0.008314524127081837,0.000455562025282533,0.007858962101799304,0.945208887686225
blend_boosting_7,0.003548100270168599,0.0002814381233111963,0.003266662146857403,0.9206792080603114
blend_boosting_31,0.004881843986183783,0.00037400296707478946,0.004507841019108994,0.9233889964256818
