candidate,method,bound,old_radius,new_radius,relative_radius_reduction,old_lower,new_lower,old_passes,new_passes,width_basis
blend_boosting_7,shared_pruned_same_counts,hoeffding,0.10158980408196783,0.06349362755122989,0.375,-0.10204756775384283,-0.06395139122310489,False,False,shared_baseline_theorem
blend_boosting_7,shared_pruned_allocated,hybrid,0.01005393119019505,0.007517282469929876,0.2523041656321462,-0.009055466685363967,-0.006518817965098794,False,False,shared_baseline_theorem
blend_boosting_7,shared_pruned_allocated,hoeffding,0.08364628101203186,0.052278925632519915,0.375,-0.08264781650720078,-0.05128046112768883,False,False,shared_baseline_theorem
blend_boosting_7,direct_triple_u,hybrid,0.0005970622951200372,0.0004948123183268283,0.1712551230063053,-0.00034105372307142615,-0.00023880374627821723,False,False,shared_baseline_theorem
blend_boosting_7,direct_triple_u,hoeffding,0.006774287190149454,0.005080715392612091,0.2499999999999999,-0.006518278618100843,-0.00482470682056348,False,False,shared_baseline_theorem
blend_boosting_7,complete_pooled_u,variance,0.0005428055918837284,0.0004515264958985027,0.16816167215310873,-0.0002621227498275527,-0.00017084365384232702,False,False,shared_baseline_theorem
blend_boosting_7,complete_pooled_u,hoeffding,0.006774287190149454,0.005080715392612091,0.2499999999999999,-0.006493604348093278,-0.004800032550555915,False,False,shared_baseline_theorem
blend_boosting_7,census,exact,0.0,0.0,0.0,0.0002814381233111963,0.0002814381233111963,True,True,shared_baseline_theorem
blend_boosting_31,shared_original,hybrid,0.013897864003771007,0.010076467340910365,0.27496287644085127,-0.013821570058458507,-0.010000173395597865,False,False,shared_baseline_theorem
blend_boosting_31,shared_original,hoeffding,0.10158980408196783,0.06349362755122989,0.375,-0.10151351013665533,-0.06341733360591739,False,False,shared_baseline_theorem
blend_boosting_31,shared_pruned_same_counts,hybrid,0.013897864003771007,0.010076467340910365,0.27496287644085127,-0.013821570058458507,-0.010000173395597865,False,False,shared_baseline_theorem
blend_boosting_31,shared_pruned_same_counts,hoeffding,0.10158980408196783,0.06349362755122989,0.375,-0.10151351013665533,-0.06341733360591739,False,False,shared_baseline_theorem
blend_boosting_31,shared_pruned_allocated,hybrid,0.010615117216276622,0.008078468496011449,0.23896568154477082,-0.009149180959037925,-0.006612532238772753,False,False,shared_baseline_theorem
blend_boosting_31,shared_pruned_allocated,hoeffding,0.08364628101203186,0.052278925632519915,0.375,-0.08218034475479316,-0.05081298937528122,False,False,shared_baseline_theorem
blend_boosting_31,direct_triple_u,hybrid,0.000631720408786106,0.0005294704319928971,0.16185954319520757,-0.00028754994437638374,-0.0001852999675831748,False,False,shared_baseline_theorem
blend_boosting_31,direct_triple_u,hoeffding,0.006774287190149454,0.005080715392612091,0.2499999999999999,-0.006430116725739732,-0.004736544928202369,False,False,shared_baseline_theorem
blend_boosting_31,complete_pooled_u,variance,0.0005755520269010544,0.0004842729309158287,0.15859399623123538,-0.00020204541982919943,-0.00011076632384397371,False,False,shared_baseline_theorem
blend_boosting_31,complete_pooled_u,hoeffding,0.006774287190149454,0.005080715392612091,0.2499999999999999,-0.006400780583077599,-0.004707208785540236,False,False,shared_baseline_theorem
blend_boosting_31,census,exact,0.0,0.0,0.0,0.00037400296707478946,0.00037400296707478946,True,True,shared_baseline_theorem
