candidate,method,bound,selection_mse,exact_target,true_shared_interaction,raw_center,interaction_estimate,corrected_center,evaluation_radius,validation_radius,total_radius,lower,passes,score_variance,correction_variance,alpha,delta,score_width,correction_width,width_basis,analysis_status
persistence,shared_original,hybrid,595.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.00625,0.003125,0.0,0.0,declared_map_identity,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_7,complete_pooled_u,hoeffding,569.210066073794,0.0002814381233111963,0.003266662146857403,0.0002806828420561757,0.0,0.0002806828420561757,0.005080715392612091,0.0,0.005080715392612091,-0.004800032550555915,False,6.725953889276703e-05,0.0,0.00625,0.0,0.5,0.0,shared_baseline_theorem,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_7,census,exact,569.210066073794,0.0002814381233111963,0.003266662146857403,0.0002814381233111963,0.0,0.0002814381233111963,0.0,0.0,0.0,0.0002814381233111963,True,0.0,0.0,0.00625,0.0,0.5,0.0,shared_baseline_theorem,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_31,shared_original,hybrid,546.7531613736979,0.00037400296707478946,0.004507841019108994,0.0036468505859375,0.003570556640625,7.62939453125e-05,0.003143710409610971,0.006932756931299394,0.010076467340910365,-0.010000173395597865,False,0.004003821075351904,0.0019329826905459307,0.00625,0.003125,1.25,2.5,shared_baseline_theorem,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_31,shared_original,hoeffding,546.7531613736979,0.00037400296707478946,0.004507841019108994,0.0036468505859375,0.003570556640625,7.62939453125e-05,0.016584781551885818,0.04690884599934407,0.06349362755122989,-0.06341733360591739,False,0.004003821075351904,0.0019329826905459307,0.00625,0.003125,1.25,2.5,shared_baseline_theorem,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_31,shared_pruned_same_counts,hybrid,546.7531613736979,0.00037400296707478946,0.004507841019108994,0.0036468505859375,0.003570556640625,7.62939453125e-05,0.003143710409610971,0.006932756931299394,0.010076467340910365,-0.010000173395597865,False,0.004003821075351904,0.0019329826905459307,0.00625,0.003125,1.25,2.5,shared_baseline_theorem,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_31,shared_pruned_same_counts,hoeffding,546.7531613736979,0.00037400296707478946,0.004507841019108994,0.0036468505859375,0.003570556640625,7.62939453125e-05,0.016584781551885818,0.04690884599934407,0.06349362755122989,-0.06341733360591739,False,0.004003821075351904,0.0019329826905459307,0.00625,0.003125,1.25,2.5,shared_baseline_theorem,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_31,shared_pruned_allocated,hybrid,546.7531613736979,0.00037400296707478946,0.004507841019108994,0.005463854500993428,0.003997918243754731,0.0014659362572386966,0.0040410349366351035,0.0040374335593763465,0.008078468496011449,-0.006612532238772753,False,0.00547262777250126,0.002185178028597694,0.00625,0.003125,1.25,2.5,shared_baseline_theorem,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_31,shared_pruned_allocated,hoeffding,546.7531613736979,0.00037400296707478946,0.004507841019108994,0.005463854500993428,0.003997918243754731,0.0014659362572386966,0.01855736317755336,0.033721562454966554,0.052278925632519915,-0.05081298937528122,False,0.00547262777250126,0.002185178028597694,0.00625,0.003125,1.25,2.5,shared_baseline_theorem,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_31,direct_triple_u,hybrid,546.7531613736979,0.00037400296707478946,0.004507841019108994,0.00034417046440972225,0.0,0.00034417046440972225,0.0005294704319928971,0.0,0.0005294704319928971,-0.0001852999675831748,False,9.433446376578188e-05,0.0,0.00625,0.0,0.5,0.0,shared_baseline_theorem,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_31,direct_triple_u,hoeffding,546.7531613736979,0.00037400296707478946,0.004507841019108994,0.00034417046440972225,0.0,0.00034417046440972225,0.005080715392612091,0.0,0.005080715392612091,-0.004736544928202369,False,9.433446376578188e-05,0.0,0.00625,0.0,0.5,0.0,shared_baseline_theorem,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_31,complete_pooled_u,variance,546.7531613736979,0.00037400296707478946,0.004507841019108994,0.000373506607071855,0.0,0.000373506607071855,0.0004842729309158287,0.0,0.0004842729309158287,-0.00011076632384397371,False,9.433446376578188e-05,0.0,0.00625,0.0,0.5,0.0,shared_baseline_theorem,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_31,complete_pooled_u,hoeffding,546.7531613736979,0.00037400296707478946,0.004507841019108994,0.000373506607071855,0.0,0.000373506607071855,0.005080715392612091,0.0,0.005080715392612091,-0.004707208785540236,False,9.433446376578188e-05,0.0,0.00625,0.0,0.5,0.0,shared_baseline_theorem,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_31,census,exact,546.7531613736979,0.00037400296707478946,0.004507841019108994,0.00037400296707478946,0.0,0.00037400296707478946,0.0,0.0,0.0,0.00037400296707478946,True,0.0,0.0,0.00625,0.0,0.5,0.0,shared_baseline_theorem,Post-exposure fixed-draw diagnostic; no independent confirmation.
