candidate,method,bound,selection_mse,exact_target,true_shared_interaction,raw_center,interaction_estimate,corrected_center,evaluation_radius,validation_radius,total_radius,lower,passes,score_variance,correction_variance,alpha,delta,score_width,correction_width,width_basis,analysis_status
persistence,shared_original,hybrid,595.3333333333334,0.0,0.0,0.0,0.0,0.0,0.002037978697364977,0.008152412403596734,0.010190391100961711,-0.010190391100961711,False,0.0,0.0,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
ridge_100,census,exact,564.1898179059892,0.0008873063056739006,0.014155783875920437,0.0008873063056739006,0.0,0.0008873063056739006,0.0,0.0,0.0,0.0008873063056739006,True,0.0,0.0,0.00625,0.0,0.6666666666666666,0.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_7,shared_original,hybrid,555.3488618856497,0.0005717383726406746,0.007157135468883213,0.006439208984375,0.006744384765625,-0.00030517578125,0.004460330684453636,0.010623200239816466,0.015083530924270103,-0.015388706705520103,False,0.006718590212546447,0.003494978969808231,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_7,shared_original,hoeffding,555.3488618856497,0.0005717383726406746,0.007157135468883213,0.006439208984375,0.006744384765625,-0.00030517578125,0.02653565048301731,0.07505415359895051,0.10158980408196783,-0.10189497986321783,False,0.006718590212546447,0.003494978969808231,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_7,shared_pruned_same_counts,hybrid,555.3488618856497,0.0005717383726406746,0.007157135468883213,0.006439208984375,0.006744384765625,-0.00030517578125,0.004460330684453636,0.010623200239816466,0.015083530924270103,-0.015388706705520103,False,0.006718590212546447,0.003494978969808231,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_7,shared_pruned_same_counts,hoeffding,555.3488618856497,0.0005717383726406746,0.007157135468883213,0.006439208984375,0.006744384765625,-0.00030517578125,0.02653565048301731,0.07505415359895051,0.10158980408196783,-0.10189497986321783,False,0.006718590212546447,0.003494978969808231,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_7,shared_pruned_allocated,hybrid,555.3488618856497,0.0005717383726406746,0.007157135468883213,0.008253094910591471,0.006899760282614181,0.0013533346279772903,0.00551712083605054,0.005991238500965885,0.011508359337016424,-0.010155024709039135,False,0.00804231301105511,0.0035040195394037657,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_7,shared_pruned_allocated,hoeffding,555.3488618856497,0.0005717383726406746,0.007157135468883213,0.008253094910591471,0.006899760282614181,0.0013533346279772903,0.029691781084085378,0.053954499927946487,0.08364628101203186,-0.08229294638405457,False,0.00804231301105511,0.0035040195394037657,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_7,direct_triple_u,hybrid,555.3488618856497,0.0005717383726406746,0.007157135468883213,0.0006086561414930556,0.0,0.0006086561414930556,0.0007142175415133373,0.0,0.0007142175415133373,-0.00010556140002028166,False,0.0001771614543549293,0.0,0.00625,0.0,0.6666666666666666,0.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_7,direct_triple_u,hoeffding,555.3488618856497,0.0005717383726406746,0.007157135468883213,0.0006086561414930556,0.0,0.0006086561414930556,0.006774287190149454,0.0,0.006774287190149454,-0.006165631048656398,False,0.0001771614543549293,0.0,0.00625,0.0,0.6666666666666666,0.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_7,complete_pooled_u,variance,555.3488618856497,0.0005717383726406746,0.007157135468883213,0.0005735044475851348,0.0,0.0005735044475851348,0.0006534987675112574,0.0,0.0006534987675112574,-7.99943199261226e-05,False,0.0001771614543549293,0.0,0.00625,0.0,0.6666666666666666,0.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_7,complete_pooled_u,hoeffding,555.3488618856497,0.0005717383726406746,0.007157135468883213,0.0005735044475851348,0.0,0.0005735044475851348,0.006774287190149454,0.0,0.006774287190149454,-0.006200782742564319,False,0.0001771614543549293,0.0,0.00625,0.0,0.6666666666666666,0.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_7,census,exact,555.3488618856497,0.0005717383726406746,0.007157135468883213,0.0005717383726406746,0.0,0.0005717383726406746,0.0,0.0,0.0,0.0005717383726406746,True,0.0,0.0,0.00625,0.0,0.6666666666666666,0.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_31,shared_original,hybrid,527.5912583594637,0.0008521327899962623,0.009056899048860137,0.0085296630859375,0.008148193359375,0.0003814697265625,0.004804981786870615,0.010943039560664496,0.015748021347535113,-0.015366551620972611,False,0.008766433472730284,0.004458382138110331,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_31,shared_original,hoeffding,527.5912583594637,0.0008521327899962623,0.009056899048860137,0.0085296630859375,0.008148193359375,0.0003814697265625,0.02653565048301731,0.07505415359895051,0.10158980408196783,-0.10120833435540533,False,0.008766433472730284,0.004458382138110331,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_31,shared_pruned_same_counts,hybrid,527.5912583594637,0.0008521327899962623,0.009056899048860137,0.0085296630859375,0.008148193359375,0.0003814697265625,0.004804981786870615,0.010943039560664496,0.015748021347535113,-0.015366551620972611,False,0.008766433472730284,0.004458382138110331,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_31,shared_pruned_same_counts,hoeffding,527.5912583594637,0.0008521327899962623,0.009056899048860137,0.0085296630859375,0.008148193359375,0.0003814697265625,0.02653565048301731,0.07505415359895051,0.10158980408196783,-0.10120833435540533,False,0.008766433472730284,0.004458382138110331,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_31,shared_pruned_allocated,hybrid,527.5912583594637,0.0008521327899962623,0.009056899048860137,0.01035457741097356,0.008476848347211708,0.0018777290637618516,0.005886686067372767,0.006239437724440041,0.012126123791812809,-0.010248394728050957,False,0.01017171989001246,0.004550283799340321,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_31,shared_pruned_allocated,hoeffding,527.5912583594637,0.0008521327899962623,0.009056899048860137,0.01035457741097356,0.008476848347211708,0.0018777290637618516,0.029691781084085378,0.053954499927946487,0.08364628101203186,-0.08176855194827001,False,0.01017171989001246,0.004550283799340321,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_31,direct_triple_u,hybrid,527.5912583594637,0.0008521327899962623,0.009056899048860137,0.0008697509765625,0.0,0.0008697509765625,0.000755407868251283,0.0,0.000755407868251283,0.00011434310831121702,True,0.0002282052974155478,0.0,0.00625,0.0,0.6666666666666666,0.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_31,direct_triple_u,hoeffding,527.5912583594637,0.0008521327899962623,0.009056899048860137,0.0008697509765625,0.0,0.0008697509765625,0.006774287190149454,0.0,0.006774287190149454,-0.005904536213586954,False,0.0002282052974155478,0.0,0.00625,0.0,0.6666666666666666,0.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_31,complete_pooled_u,variance,527.5912583594637,0.0008521327899962623,0.009056899048860137,0.0008473575802400655,0.0,0.0008473575802400655,0.0006924171105827418,0.0,0.0006924171105827418,0.00015494046965732367,True,0.0002282052974155478,0.0,0.00625,0.0,0.6666666666666666,0.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_31,complete_pooled_u,hoeffding,527.5912583594637,0.0008521327899962623,0.009056899048860137,0.0008473575802400655,0.0,0.0008473575802400655,0.006774287190149454,0.0,0.006774287190149454,-0.005926929609909389,False,0.0002282052974155478,0.0,0.00625,0.0,0.6666666666666666,0.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
boosting_31,census,exact,527.5912583594637,0.0008521327899962623,0.009056899048860137,0.0008521327899962623,0.0,0.0008521327899962623,0.0,0.0,0.0,0.0008521327899962623,True,0.0,0.0,0.00625,0.0,0.6666666666666666,0.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_ridge_1,shared_original,hybrid,582.1872308901089,0.000455562025282533,0.007858962101799304,0.008026123046875,0.0059967041015625,0.0020294189453125,0.004733734528218004,0.010553434424725994,0.015287168952943998,-0.013257750007631498,False,0.008320793799629857,0.0033003951789782374,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_ridge_1,shared_original,hoeffding,582.1872308901089,0.000455562025282533,0.007858962101799304,0.008026123046875,0.0059967041015625,0.0020294189453125,0.02653565048301731,0.07505415359895051,0.10158980408196783,-0.09956038513665533,False,0.008320793799629857,0.0033003951789782374,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_ridge_1,shared_pruned_same_counts,hybrid,582.1872308901089,0.000455562025282533,0.007858962101799304,0.008026123046875,0.0059967041015625,0.0020294189453125,0.004733734528218004,0.010553434424725994,0.015287168952943998,-0.013257750007631498,False,0.008320793799629857,0.0033003951789782374,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_ridge_1,shared_pruned_same_counts,hoeffding,582.1872308901089,0.000455562025282533,0.007858962101799304,0.008026123046875,0.0059967041015625,0.0020294189453125,0.02653565048301731,0.07505415359895051,0.10158980408196783,-0.09956038513665533,False,0.008320793799629857,0.0033003951789782374,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_ridge_1,shared_pruned_allocated,hybrid,582.1872308901089,0.000455562025282533,0.007858962101799304,0.00855876509246523,0.007081125410042897,0.0014776396824223324,0.005570295266946012,0.006045065562799009,0.011615360829745021,-0.010137721147322688,False,0.008333314353048824,0.0037193327659278716,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_ridge_1,shared_pruned_allocated,hoeffding,582.1872308901089,0.000455562025282533,0.007858962101799304,0.00855876509246523,0.007081125410042897,0.0014776396824223324,0.029691781084085378,0.053954499927946487,0.08364628101203186,-0.08216864132960953,False,0.008333314353048824,0.0037193327659278716,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_ridge_1,direct_triple_u,hybrid,582.1872308901089,0.000455562025282533,0.007858962101799304,0.0005510118272569444,0.0,0.0005510118272569444,0.000722203477851144,0.0,0.000722203477851144,-0.00017119165059419962,False,0.00018655350032125264,0.0,0.00625,0.0,0.6666666666666666,0.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_ridge_1,direct_triple_u,hoeffding,582.1872308901089,0.000455562025282533,0.007858962101799304,0.0005510118272569444,0.0,0.0005510118272569444,0.006774287190149454,0.0,0.006774287190149454,-0.00622327536289251,False,0.00018655350032125264,0.0,0.00625,0.0,0.6666666666666666,0.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_ridge_1,complete_pooled_u,variance,582.1872308901089,0.000455562025282533,0.007858962101799304,0.0004539365993008706,0.0,0.0004539365993008706,0.0006610442140943621,0.0,0.0006610442140943621,-0.0002071076147934915,False,0.00018655350032125264,0.0,0.00625,0.0,0.6666666666666666,0.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_ridge_1,complete_pooled_u,hoeffding,582.1872308901089,0.000455562025282533,0.007858962101799304,0.0004539365993008706,0.0,0.0004539365993008706,0.006774287190149454,0.0,0.006774287190149454,-0.006320350590848583,False,0.00018655350032125264,0.0,0.00625,0.0,0.6666666666666666,0.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_ridge_1,census,exact,582.1872308901089,0.000455562025282533,0.007858962101799304,0.000455562025282533,0.0,0.000455562025282533,0.0,0.0,0.0,0.000455562025282533,True,0.0,0.0,0.00625,0.0,0.6666666666666666,0.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_7,shared_original,hybrid,569.210066073794,0.0002814381233111963,0.003266662146857403,0.002593994140625,0.0030517578125,-0.000457763671875,0.0036482429365904054,0.009820536793273459,0.013468779729863864,-0.013926543401738864,False,0.002968916269854327,0.0015930540904269931,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_7,shared_original,hoeffding,569.210066073794,0.0002814381233111963,0.003266662146857403,0.002593994140625,0.0030517578125,-0.000457763671875,0.02653565048301731,0.07505415359895051,0.10158980408196783,-0.10204756775384283,False,0.002968916269854327,0.0015930540904269931,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_7,shared_pruned_same_counts,hybrid,569.210066073794,0.0002814381233111963,0.003266662146857403,0.002593994140625,0.0030517578125,-0.000457763671875,0.0036482429365904054,0.009820536793273459,0.013468779729863864,-0.013926543401738864,False,0.002968916269854327,0.0015930540904269931,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_7,shared_pruned_same_counts,hoeffding,569.210066073794,0.0002814381233111963,0.003266662146857403,0.002593994140625,0.0030517578125,-0.000457763671875,0.02653565048301731,0.07505415359895051,0.10158980408196783,-0.10204756775384283,False,0.002968916269854327,0.0015930540904269931,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_7,shared_pruned_allocated,hybrid,569.210066073794,0.0002814381233111963,0.003266662146857403,0.004050129909827296,0.003051665404996215,0.0009984645048310816,0.004644432899762865,0.005409498290432183,0.01005393119019505,-0.009055466685363967,False,0.004005375858981976,0.0015866034121527546,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_7,shared_pruned_allocated,hoeffding,569.210066073794,0.0002814381233111963,0.003266662146857403,0.004050129909827296,0.003051665404996215,0.0009984645048310816,0.029691781084085378,0.053954499927946487,0.08364628101203186,-0.08264781650720078,False,0.004005375858981976,0.0015866034121527546,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_7,direct_triple_u,hybrid,569.210066073794,0.0002814381233111963,0.003266662146857403,0.00025600857204861107,0.0,0.00025600857204861107,0.0005970622951200372,0.0,0.0005970622951200372,-0.00034105372307142615,False,6.725953889276703e-05,0.0,0.00625,0.0,0.6666666666666666,0.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_7,direct_triple_u,hoeffding,569.210066073794,0.0002814381233111963,0.003266662146857403,0.00025600857204861107,0.0,0.00025600857204861107,0.006774287190149454,0.0,0.006774287190149454,-0.006518278618100843,False,6.725953889276703e-05,0.0,0.00625,0.0,0.6666666666666666,0.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_7,complete_pooled_u,variance,569.210066073794,0.0002814381233111963,0.003266662146857403,0.0002806828420561757,0.0,0.0002806828420561757,0.0005428055918837284,0.0,0.0005428055918837284,-0.0002621227498275527,False,6.725953889276703e-05,0.0,0.00625,0.0,0.6666666666666666,0.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_7,complete_pooled_u,hoeffding,569.210066073794,0.0002814381233111963,0.003266662146857403,0.0002806828420561757,0.0,0.0002806828420561757,0.006774287190149454,0.0,0.006774287190149454,-0.006493604348093278,False,6.725953889276703e-05,0.0,0.00625,0.0,0.6666666666666666,0.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_7,census,exact,569.210066073794,0.0002814381233111963,0.003266662146857403,0.0002814381233111963,0.0,0.0002814381233111963,0.0,0.0,0.0,0.0002814381233111963,True,0.0,0.0,0.00625,0.0,0.6666666666666666,0.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
blend_boosting_31,shared_original,hybrid,546.7531613736979,0.00037400296707478946,0.004507841019108994,0.0036468505859375,0.003570556640625,7.62939453125e-05,0.003907952421122837,0.00998991158264817,0.013897864003771007,-0.013821570058458507,False,0.004003821075351904,0.0019329826905459307,0.00625,0.003125,2.0,4.0,generic,Post-exposure fixed-draw diagnostic; no independent confirmation.
