law,raw_budget,theta,theta_exact,method,raw_alpha,repetitions,rejections,rejection_rate,lower_bound_failures,mean_estimate,mean_lower_bound,mean_method_seconds,charged_raw_rows_per_repetition
balanced_perfectly_correlated,32768,0.0625,1/16,binary_full_u_joint,0.05,500,500,1.0,0,0.06249995321963644,0.061761033773613735,0.00012666831910610198,32768
balanced_perfectly_correlated,32768,0.0625,1/16,stratified_hoeffding,0.05,500,500,1.0,0,0.06246792602539063,0.048945907411310274,0.00023268046975135804,32768
balanced_perfectly_correlated,32768,0.0625,1/16,stratified_hybrid,0.05,500,500,1.0,0,0.06246792602539063,0.0591753645850352,0.0002302297130227089,32768
balanced_perfectly_correlated,32768,0.0625,1/16,binary_stratified_hoeffding,0.05,500,500,1.0,0,0.06246792602539063,0.05908742137187053,0.00022966577857732774,32768
balanced_perfectly_correlated,32768,0.0625,1/16,binary_stratified_hybrid,0.05,500,500,1.0,0,0.06246792602539063,0.06011158075042152,0.0002297073006629944,32768
balanced_perfectly_correlated,32768,0.0625,1/16,stratified_profiled_betting64,0.05,500,500,1.0,,0.06246792602539063,,0.0013732341304421424,32768
balanced_perfectly_correlated,32768,0.0625,1/16,binary_stratified_betting64,0.05,500,500,1.0,,0.06246792602539063,,0.001407312124967575,32768
balanced_perfectly_correlated,32768,0.0625,1/16,direct_four_row_betting64,0.05,500,500,1.0,,0.06248703511555989,,0.0012888359278440476,32768
balanced_perfectly_correlated,32768,0.0625,1/16,binary_all_raw_pair_betting64,0.05,500,500,1.0,,0.06249049377441406,,0.0016323989555239676,32768
rare_perfectly_correlated,512,0.002475,99/40000,full_u_hoeffding,0.05,500,0,0.0,0,0.0024143472511007832,-0.015615010901006351,6.699775904417038e-05,512
rare_perfectly_correlated,512,0.002475,99/40000,full_u_eb,0.05,500,0,0.0,0,0.0024143472511007832,-0.07549399271198647,6.477618217468261e-05,512
rare_perfectly_correlated,512,0.002475,99/40000,full_u_joint,0.05,500,0,0.0,0,0.0024143472511007832,-0.017592377568064234,6.481831520795822e-05,512
rare_perfectly_correlated,512,0.002475,99/40000,binary_full_u_eb,0.05,500,0,0.0,0,0.0024143472511007832,-0.039808945087240026,6.450783461332321e-05,512
rare_perfectly_correlated,512,0.002475,99/40000,binary_full_u_joint,0.05,500,0,0.0,0,0.0024143472511007832,-0.017592377568064234,6.448656320571899e-05,512
rare_perfectly_correlated,512,0.002475,99/40000,stratified_hoeffding,0.05,500,0,0.0,0,0.00246484375,-0.10571130516264288,2.7194209396839143e-05,512
rare_perfectly_correlated,512,0.002475,99/40000,stratified_hybrid,0.05,500,0,0.0,0,0.00246484375,-0.08228433018669566,2.529771625995636e-05,512
rare_perfectly_correlated,512,0.002475,99/40000,binary_stratified_hoeffding,0.05,500,0,0.0,0,0.00246484375,-0.024579193478160715,2.472575753927231e-05,512
rare_perfectly_correlated,512,0.002475,99/40000,binary_stratified_hybrid,0.05,500,0,0.0,0,0.00246484375,-0.021902073409693336,2.4811498820781708e-05,512
rare_perfectly_correlated,512,0.002475,99/40000,stratified_profiled_betting64,0.05,500,0,0.0,,0.00246484375,,0.0005527980625629425,512
rare_perfectly_correlated,512,0.002475,99/40000,binary_stratified_betting64,0.05,500,0,0.0,,0.00246484375,,0.0006569078490138054,512
rare_perfectly_correlated,512,0.002475,99/40000,direct_four_row_betting64,0.05,500,4,0.008,,0.002411783854166667,,0.0007285907045006752,512
rare_perfectly_correlated,512,0.002475,99/40000,binary_all_raw_pair_betting64,0.05,500,15,0.03,,0.0024111328125,,0.0007442227378487587,512
rare_perfectly_correlated,2048,0.002475,99/40000,full_u_hoeffding,0.05,500,0,0.0,0,0.0024555305067247802,-0.006559148569328789,7.27136954665184e-05,2048
rare_perfectly_correlated,2048,0.002475,99/40000,full_u_eb,0.05,500,0,0.0,0,0.0024555305067247802,-0.017730092932525723,7.045529782772064e-05,2048
rare_perfectly_correlated,2048,0.002475,99/40000,full_u_joint,0.05,500,0,0.0,0,0.0024555305067247802,-0.007547831902857727,7.049575448036194e-05,2048
rare_perfectly_correlated,2048,0.002475,99/40000,binary_full_u_eb,0.05,500,0,0.0,0,0.0024555305067247802,-0.008827453591663422,7.017437368631363e-05,2048
rare_perfectly_correlated,2048,0.002475,99/40000,binary_full_u_joint,0.05,500,0,0.0,0,0.0024555305067247802,-0.007547831902857727,7.014939188957214e-05,2048
