categories,validation_pairs,mass,fit_error,delta,method,repetitions,noncoverage,median_slack,mean_slack,median_upper
2,512,one_heavy,exact,0.05,pooled_grid,2000,0,0.014552893634943056,0.014814488470811866,0.014552893634943056
2,512,one_heavy,exact,0.05,pooled_mixture,2000,0,0.014213020140595264,0.014415929152154575,0.014213020140595264
2,512,one_heavy,exact,0.0002299605781865966,rectangle,2000,0,0.0237450480928935,0.02399084021711181,0.0237450480928935
2,512,one_heavy,exact,0.0002299605781865966,split_original,2000,0,0.022535548658236402,0.02277604405149193,0.022535548658236402
2,512,one_heavy,exact,0.0002299605781865966,split_balanced,2000,0,0.02239771245748772,0.02265727849466002,0.02239771245748772
2,512,one_heavy,exact,0.0002299605781865966,pooled_fixed,2000,0,0.02405474702746177,0.0242753074561122,0.02405474702746177
2,512,one_heavy,exact,0.0002299605781865966,pooled_grid,2000,0,0.024288300765587044,0.024558316203278613,0.024288300765587044
2,512,one_heavy,exact,0.0002299605781865966,pooled_mixture,2000,0,0.024046870788253308,0.024314197257197107,0.024046870788253308
2,512,one_heavy,same_direction,0.05,rectangle,2000,0,0.01960157141252031,0.019768012785816195,0.02210157141252031
2,512,one_heavy,same_direction,0.05,split_original,2000,0,0.01752450197993494,0.017947686773054344,0.020024501979934942
2,512,one_heavy,same_direction,0.05,split_balanced,2000,0,0.017583611602122566,0.01791225968758545,0.020083611602122565
2,512,one_heavy,same_direction,0.05,pooled_fixed,2000,0,0.01843314233640458,0.0188682615163696,0.02093314233640458
2,512,one_heavy,same_direction,0.05,pooled_grid,2000,0,0.02117262319679926,0.021478399409543946,0.02367262319679926
2,512,one_heavy,same_direction,0.05,pooled_mixture,2000,0,0.019981260962177845,0.02022416287415661,0.022481260962177847
2,512,one_heavy,same_direction,0.0002299605781865966,rectangle,2000,0,0.034396645567266196,0.03457026184386322,0.0368966455672662
2,512,one_heavy,same_direction,0.0002299605781865966,split_original,2000,0,0.030180300445311715,0.03060717573043361,0.032680300445311714
2,512,one_heavy,same_direction,0.0002299605781865966,split_balanced,2000,0,0.030124632932777503,0.030544178270591884,0.03262463293277751
2,512,one_heavy,same_direction,0.0002299605781865966,pooled_fixed,2000,0,0.03143796090257969,0.032009446189968066,0.033937960902579695
2,512,one_heavy,same_direction,0.0002299605781865966,pooled_grid,2000,0,0.03319689651281131,0.03355231877647159,0.03569689651281131
2,512,one_heavy,same_direction,0.0002299605781865966,pooled_mixture,2000,0,0.03239351233494062,0.032673460127953254,0.034893512334940625
2,512,one_heavy,opposite_direction,0.05,rectangle,2000,0,0.01975530278204635,0.01976249239476765,-0.002744697217953641
2,512,one_heavy,opposite_direction,0.05,split_original,2000,0,0.0354420415938859,0.035234410713457114,0.012942041593885907
2,512,one_heavy,opposite_direction,0.05,split_balanced,2000,0,0.035472065382610565,0.03523746233610406,0.012972065382610577
2,512,one_heavy,opposite_direction,0.05,pooled_fixed,2000,0,0.05924383910501908,0.05933020620782244,0.03674383910501909
2,512,one_heavy,opposite_direction,0.05,pooled_grid,2000,0,0.044775306472123175,0.04476686117565122,0.022275306472123182
2,512,one_heavy,opposite_direction,0.05,pooled_mixture,2000,0,0.04234000938577674,0.042297295729304,0.019840009385776753
2,512,one_heavy,opposite_direction,0.0002299605781865966,rectangle,2000,0,0.027079315080021378,0.027242616189518037,0.004579315080021386
2,512,one_heavy,opposite_direction,0.0002299605781865966,split_original,2000,0,0.05678521153023039,0.05693955240701188,0.0342852115302304
2,512,one_heavy,opposite_direction,0.0002299605781865966,split_balanced,2000,0,0.056764624869707195,0.05689357084625473,0.0342646248697072
2,512,one_heavy,opposite_direction,0.0002299605781865966,pooled_fixed,2000,0,0.09347478623857021,0.09360102492849048,0.07097478623857022
2,512,one_heavy,opposite_direction,0.0002299605781865966,pooled_grid,2000,0,0.06434160045522101,0.06445332699035561,0.04184160045522102
2,512,one_heavy,opposite_direction,0.0002299605781865966,pooled_mixture,2000,0,0.06260265052232863,0.06274782937540412,0.04010265052232864
2,2048,balanced,exact,0.05,rectangle,2000,0,0.0030739287763311375,0.0031251659637480493,0.0030739287763311375
2,2048,balanced,exact,0.05,split_original,2000,0,0.00301905030394417,0.003064539162807172,0.00301905030394417
2,2048,balanced,exact,0.05,split_balanced,2000,0,0.003055373636731659,0.0030891560354292524,0.003055373636731659
2,2048,balanced,exact,0.05,pooled_fixed,2000,0,0.0033112276061347872,0.0033647181676941854,0.0033112276061347872
